-4.960178E-05,-4.960178E-05,-4.960178E-05,-4.960878E-05,-4.9594776E-05
-4.942678E-05,-4.943378E-05,-4.943378E-05,-4.942678E-05,-4.942678E-05
-4.926578E-05,-4.926578E-05,-4.926578E-05,-4.926578E-05,-4.926578E-05
-4.911178E-05,-4.911178E-05,-4.910478E-05,-4.910478E-05,-4.910478E-05
-4.8950784E-05,-4.8943784E-05,-4.8950784E-05,-4.8943784E-05,-4.8950784E-05
-4.8789784E-05,-4.878278E-05,-4.8789784E-05,-4.878278E-05,-4.8789784E-05
-4.862878E-05,-4.862878E-05,-4.862878E-05,-4.862178E-05,-4.862878E-05
-4.8467784E-05,-4.8467784E-05,-4.8467784E-05,-4.8460784E-05,-4.8467784E-05
-4.8306784E-05,-4.8306784E-05,-4.8306784E-05,-4.8299784E-05,-4.8313784E-05
-4.8145784E-05,-4.8145784E-05,-4.8152784E-05,-4.8145784E-05,-4.8152784E-05
-4.7984788E-05,-4.7984788E-05,-4.7991784E-05,-4.7984788E-05,-4.7991784E-05
-4.7823788E-05,-4.7823788E-05,-4.7830788E-05,-4.7823788E-05,-4.7830788E-05
-4.7655784E-05,-4.7662788E-05,-4.7669788E-05,-4.7662788E-05,-4.7669788E-05
-4.7501788E-05,-4.7501788E-05,-4.7508788E-05,-4.7501788E-05,-4.7508788E-05
-4.7340788E-05,-4.7340788E-05,-4.7347788E-05,-4.7340788E-05,-4.7347788E-05
-4.7179788E-05,-4.7186788E-05,-4.7186788E-05,-4.7179788E-05,-4.7186788E-05
-4.7025788E-05,-4.7025788E-05,-4.7025788E-05,-4.7025788E-05,-4.7025788E-05
-4.6864792E-05,-4.6864792E-05,-4.6864792E-05,-4.6864792E-05,-4.6864792E-05
-4.6703792E-05,-4.6703792E-05,-4.6703792E-05,-4.6703792E-05,-4.6703792E-05
-4.6549792E-05,-4.6549792E-05,-4.6549792E-05,-4.6549792E-05,-4.6542792E-05
-4.6388796E-05,-4.6388796E-05,-4.6388796E-05,-4.6388796E-05,-4.6381796E-05
-4.6227796E-05,-4.6227796E-05,-4.6227796E-05,-4.6227796E-05,-4.6227796E-05
-4.6066792E-05,-4.6066792E-05,-4.6066792E-05,-4.6073792E-05,-4.6059792E-05
-4.5912792E-05,-4.5912792E-05,-4.5912792E-05,-4.5912792E-05,-4.5905796E-05
-4.5751796E-05,-4.5751796E-05,-4.5751796E-05,-4.5751796E-05,-4.5744796E-05
