-3.99E-05,-4.22E-05,-4.22E-05,-4.22E-05,-4.22E-05,,,,,-3.99E-05
-3.98E-05,-4.20E-05,-4.20E-05,-4.20E-05,-4.20E-05,,,,,-3.98E-05
-3.96E-05,-4.18E-05,-4.18E-05,-4.18E-05,-4.18E-05,,,,,-3.96E-05
-3.95E-05,-4.17E-05,-4.17E-05,-4.17E-05,-4.17E-05,,,,,-3.95E-05
-3.93E-05,-4.15E-05,-4.15E-05,-4.15E-05,-4.15E-05,,,,,-3.93E-05
-3.92E-05,-4.14E-05,-4.14E-05,-4.14E-05,-4.13E-05,,,,,-3.92E-05
-3.90E-05,-4.12E-05,-4.12E-05,-4.12E-05,-4.12E-05,,,,,-3.90E-05
-3.89E-05,-4.10E-05,-4.10E-05,-4.10E-05,-4.10E-05,,,,,-3.89E-05
-3.87E-05,-4.09E-05,-4.09E-05,-4.09E-05,-4.09E-05,,,,,-3.87E-05
-3.86E-05,-4.07E-05,-4.07E-05,-4.07E-05,-4.07E-05,,,,,-3.86E-05
-3.84E-05,-4.06E-05,-4.06E-05,-4.06E-05,-4.06E-05,,,,,-3.84E-05
-3.83E-05,-4.04E-05,-4.04E-05,-4.04E-05,-4.04E-05,,,,,-3.83E-05
-3.81E-05,-4.02E-05,-4.02E-05,-4.02E-05,-4.02E-05,,,,,-3.81E-05
-3.80E-05,-4.01E-05,-4.01E-05,-4.01E-05,-4.01E-05,,,,,-3.80E-05
-3.78E-05,-3.99E-05,-3.99E-05,-3.99E-05,-3.99E-05,,,,,-3.78E-05
-3.76E-05,-3.98E-05,-3.98E-05,-3.97E-05,-3.97E-05,,,,,-3.76E-05
-3.75E-05,-3.96E-05,-3.96E-05,-3.96E-05,-3.96E-05,,,,,-3.75E-05
-3.73E-05,-3.94E-05,-3.94E-05,-3.94E-05,-3.94E-05,,,,,-3.73E-05
-3.72E-05,-3.93E-05,-3.93E-05,-3.93E-05,-3.93E-05,,,,,-3.72E-05
-3.70E-05,-3.91E-05,-3.91E-05,-3.91E-05,-3.91E-05,,,,,-3.70E-05
-3.69E-05,-3.89E-05,-3.89E-05,-3.89E-05,-3.89E-05,,,,,-3.69E-05
-3.67E-05,-3.88E-05,-3.88E-05,-3.88E-05,-3.88E-05,,,,,-3.67E-05
-3.66E-05,-3.86E-05,-3.86E-05,-3.86E-05,-3.86E-05,,,,,-3.66E-05
-3.64E-05,-3.85E-05,-3.85E-05,-3.85E-05,-3.85E-05,,,,,-3.64E-05
-3.63E-05,-3.83E-05,-3.83E-05,-3.83E-05,-3.83E-05,,,,,-3.63E-05
-3.61E-05,-3.81E-05,-3.81E-05,-3.81E-05,-3.81E-05,,,,,-3.61E-05
-3.60E-05,-3.80E-05,-3.80E-05,-3.80E-05,-3.80E-05,,,,,-3.60E-05
-3.58E-05,-3.78E-05,-3.78E-05,-3.78E-05,-3.78E-05,,,,,-3.58E-05
-3.57E-05,-3.77E-05,-3.77E-05,-3.77E-05,-3.77E-05,,,,,-3.57E-05
-3.55E-05,-3.75E-05,-3.75E-05,-3.75E-05,-3.75E-05,,,,,-3.55E-05
-3.54E-05,-3.73E-05,-3.73E-05,-3.73E-05,-3.73E-05,,,,,-3.54E-05
-3.52E-05,-3.72E-05,-3.72E-05,-3.72E-05,-3.72E-05,,,,,-3.52E-05
-3.51E-05,-3.70E-05,-3.70E-05,-3.70E-05,-3.70E-05,,,,,-3.51E-05
-3.49E-05,-3.69E-05,-3.69E-05,-3.69E-05,-3.69E-05,,,,,-3.49E-05
-3.48E-05,-3.67E-05,-3.67E-05,-3.67E-05,-3.67E-05,,,,,-3.48E-05
-3.46E-05,-3.65E-05,-3.65E-05,-3.65E-05,-3.65E-05,,,,,-3.46E-05
-3.45E-05,-3.64E-05,-3.64E-05,-3.64E-05,-3.64E-05,,,,,-3.45E-05
-3.43E-05,-3.62E-05,-3.62E-05,-3.62E-05,-3.62E-05,,,,,-3.43E-05
-3.42E-05,-3.61E-05,-3.61E-05,-3.61E-05,-3.61E-05,,,,,-3.42E-05
-3.40E-05,-3.59E-05,-3.59E-05,-3.59E-05,-3.59E-05,,,,,-3.40E-05
-3.39E-05,-3.57E-05,-3.57E-05,-3.57E-05,-3.57E-05,,,,,-3.39E-05
-3.37E-05,-3.56E-05,-3.56E-05,-3.56E-05,-3.56E-05,,,,,-3.37E-05
-3.36E-05,-3.54E-05,-3.54E-05,-3.54E-05,-3.54E-05,,,,,-3.36E-05
-3.34E-05,-3.53E-05,-3.53E-05,-3.53E-05,-3.53E-05,,,,,-3.34E-05
-3.32E-05,-3.51E-05,-3.51E-05,-3.51E-05,-3.51E-05,,,,,-3.32E-05
-3.31E-05,-3.49E-05,-3.49E-05,-3.49E-05,-3.49E-05,,,,,-3.31E-05
-3.29E-05,-3.48E-05,-3.48E-05,-3.48E-05,-3.48E-05,,,,,-3.29E-05
-3.28E-05,-3.46E-05,-3.46E-05,-3.46E-05,-3.46E-05,,,,,-3.28E-05
-3.26E-05,-3.45E-05,-3.45E-05,-3.45E-05,-3.45E-05,,,,,-3.26E-05
-3.25E-05,-3.43E-05,-3.43E-05,-3.43E-05,-3.43E-05,,,,,-3.25E-05
-3.23E-05,-3.41E-05,-3.41E-05,-3.41E-05,-3.41E-05,,,,,-3.23E-05
-3.22E-05,-3.40E-05,-3.40E-05,-3.40E-05,-3.40E-05,,,,,-3.22E-05
-3.20E-05,-3.38E-05,-3.38E-05,-3.38E-05,-3.38E-05,,,,,-3.20E-05
-3.19E-05,-3.36E-05,-3.36E-05,-3.37E-05,-3.36E-05,,,,,-3.19E-05
-3.17E-05,-3.35E-05,-3.35E-05,-3.35E-05,-3.35E-05,,,,,-3.17E-05
-3.16E-05,-3.33E-05,-3.33E-05,-3.33E-05,-3.33E-05,,,,,-3.16E-05
-3.14E-05,-3.32E-05,-3.32E-05,-3.32E-05,-3.32E-05,,,,,-3.14E-05
-3.13E-05,-3.30E-05,-3.30E-05,-3.30E-05,-3.30E-05,,,,,-3.13E-05
-3.11E-05,-3.29E-05,-3.29E-05,-3.29E-05,-3.29E-05,,,,,-3.11E-05
-3.10E-05,-3.27E-05,-3.27E-05,-3.27E-05,-3.27E-05,,,,,-3.10E-05
-3.08E-05,-3.25E-05,-3.25E-05,-3.25E-05,-3.25E-05,,,,,-3.08E-05
-3.07E-05,-3.24E-05,-3.24E-05,-3.24E-05,-3.24E-05,,,,,-3.07E-05
-3.05E-05,-3.22E-05,-3.22E-05,-3.22E-05,-3.22E-05,,,,,-3.05E-05
-3.04E-05,-3.21E-05,-3.21E-05,-3.21E-05,-3.21E-05,,,,,-3.04E-05
-3.02E-05,-3.19E-05,-3.19E-05,-3.19E-05,-3.19E-05,,,,,-3.02E-05
-3.01E-05,-3.17E-05,-3.17E-05,-3.17E-05,-3.17E-05,,,,,-3.01E-05
-2.99E-05,-3.16E-05,-3.16E-05,-3.16E-05,-3.16E-05,,,,,-2.99E-05
-2.98E-05,-3.14E-05,-3.14E-05,-3.14E-05,-3.14E-05,,,,,-2.98E-05
-2.96E-05,-3.13E-05,-3.12E-05,-3.13E-05,-3.13E-05,,,,,-2.96E-05
-2.94E-05,-3.11E-05,-3.11E-05,-3.11E-05,-3.11E-05,,,,,-2.95E-05
-2.93E-05,-3.09E-05,-3.09E-05,-3.09E-05,-3.09E-05,,,,,-2.93E-05
-2.91E-05,-3.08E-05,-3.08E-05,-3.08E-05,-3.08E-05,,,,,-2.92E-05
-2.90E-05,-3.06E-05,-3.06E-05,-3.06E-05,-3.06E-05,,,,,-2.90E-05
-2.88E-05,-3.05E-05,-3.04E-05,-3.05E-05,-3.04E-05,,,,,-2.88E-05
-2.87E-05,-3.03E-05,-3.03E-05,-3.03E-05,-3.03E-05,,,,,-2.87E-05
-2.85E-05,-3.01E-05,-3.01E-05,-3.01E-05,-3.01E-05,,,,,-2.85E-05
-2.84E-05,-3.00E-05,-3.00E-05,-3.00E-05,-3.00E-05,,,,,-2.84E-05
-2.82E-05,-2.98E-05,-2.98E-05,-2.98E-05,-2.98E-05,,,,,-2.82E-05
-2.81E-05,-2.97E-05,-2.97E-05,-2.97E-05,-2.97E-05,,,,,-2.81E-05
-2.79E-05,-2.95E-05,-2.95E-05,-2.95E-05,-2.95E-05,,,,,-2.79E-05
-2.78E-05,-2.93E-05,-2.93E-05,-2.93E-05,-2.93E-05,,,,,-2.78E-05
-2.76E-05,-2.92E-05,-2.92E-05,-2.92E-05,-2.92E-05,,,,,-2.76E-05
-2.75E-05,-2.90E-05,-2.90E-05,-2.90E-05,-2.90E-05,,,,,-2.75E-05
-2.73E-05,-2.89E-05,-2.88E-05,-2.89E-05,-2.89E-05,,,,,-2.73E-05
-2.72E-05,-2.87E-05,-2.87E-05,-2.87E-05,-2.87E-05,,,,,-2.72E-05
-2.70E-05,-2.85E-05,-2.85E-05,-2.85E-05,-2.85E-05,,,,,-2.70E-05
-2.69E-05,-2.84E-05,-2.84E-05,-2.84E-05,-2.84E-05,,,,,-2.69E-05
-2.67E-05,-2.82E-05,-2.82E-05,-2.82E-05,-2.82E-05,,,,,-2.67E-05
-2.66E-05,-2.80E-05,-2.80E-05,-2.80E-05,-2.80E-05,,,,,-2.66E-05
-2.64E-05,-2.79E-05,-2.79E-05,-2.79E-05,-2.79E-05,,,,,-2.64E-05
-2.63E-05,-2.77E-05,-2.77E-05,-2.77E-05,-2.77E-05,,,,,-2.63E-05
-2.61E-05,-2.76E-05,-2.76E-05,-2.76E-05,-2.76E-05,,,,,-2.61E-05
-2.60E-05,-2.74E-05,-2.74E-05,-2.74E-05,-2.74E-05,,,,,-2.60E-05
-2.58E-05,-2.72E-05,-2.72E-05,-2.72E-05,-2.72E-05,,,,,-2.58E-05
-2.57E-05,-2.71E-05,-2.71E-05,-2.71E-05,-2.71E-05,,,,,-2.57E-05
-2.55E-05,-2.69E-05,-2.69E-05,-2.69E-05,-2.69E-05,,,,,-2.55E-05
-2.54E-05,-2.68E-05,-2.68E-05,-2.68E-05,-2.68E-05,,,,,-2.54E-05
-2.52E-05,-2.66E-05,-2.66E-05,-2.66E-05,-2.66E-05,,,,,-2.52E-05
-2.50E-05,-2.64E-05,-2.64E-05,-2.64E-05,-2.64E-05,,,,,-2.50E-05
-2.49E-05,-2.63E-05,-2.63E-05,-2.63E-05,-2.63E-05,,,,,-2.49E-05
-2.47E-05,-2.61E-05,-2.61E-05,-2.61E-05,-2.61E-05,,,,,-2.47E-05
-2.46E-05,-2.60E-05,-2.60E-05,-2.60E-05,-2.60E-05,,,,,-2.46E-05
-2.44E-05,-2.58E-05,-2.58E-05,-2.58E-05,-2.58E-05,,,,,-2.44E-05
-2.43E-05,-2.56E-05,-2.56E-05,-2.56E-05,-2.56E-05,,,,,-2.43E-05
-2.41E-05,-2.55E-05,-2.55E-05,-2.55E-05,-2.55E-05,,,,,-2.41E-05
-2.40E-05,-2.53E-05,-2.53E-05,-2.53E-05,-2.53E-05,,,,,-2.40E-05
-2.38E-05,-2.52E-05,-2.52E-05,-2.52E-05,-2.52E-05,,,,,-2.38E-05
-2.37E-05,-2.50E-05,-2.50E-05,-2.50E-05,-2.50E-05,,,,,-2.37E-05
-2.35E-05,-2.48E-05,-2.48E-05,-2.48E-05,-2.48E-05,,,,,-2.35E-05
-2.34E-05,-2.47E-05,-2.47E-05,-2.47E-05,-2.47E-05,,,,,-2.34E-05
-2.32E-05,-2.45E-05,-2.45E-05,-2.45E-05,-2.45E-05,,,,,-2.32E-05
-2.31E-05,-2.44E-05,-2.44E-05,-2.44E-05,-2.44E-05,,,,,-2.31E-05
-2.29E-05,-2.42E-05,-2.42E-05,-2.42E-05,-2.42E-05,,,,,-2.29E-05
-2.28E-05,-2.40E-05,-2.40E-05,-2.40E-05,-2.40E-05,,,,,-2.28E-05
-2.26E-05,-2.39E-05,-2.39E-05,-2.39E-05,-2.39E-05,,,,,-2.26E-05
-2.25E-05,-2.37E-05,-2.37E-05,-2.37E-05,-2.37E-05,,,,,-2.25E-05
-2.23E-05,-2.36E-05,-2.35E-05,-2.36E-05,-2.35E-05,,,,,-2.23E-05
-2.22E-05,-2.34E-05,-2.34E-05,-2.34E-05,-2.34E-05,,,,,-2.22E-05
-2.20E-05,-2.32E-05,-2.32E-05,-2.32E-05,-2.32E-05,,,,,-2.20E-05
-2.19E-05,-2.31E-05,-2.31E-05,-2.31E-05,-2.31E-05,,,,,-2.19E-05
-2.17E-05,-2.29E-05,-2.29E-05,-2.29E-05,-2.29E-05,,,,,-2.17E-05
-2.16E-05,-2.28E-05,-2.27E-05,-2.27E-05,-2.27E-05,,,,,-2.16E-05
-2.14E-05,-2.26E-05,-2.26E-05,-2.26E-05,-2.26E-05,,,,,-2.14E-05
-2.12E-05,-2.24E-05,-2.24E-05,-2.24E-05,-2.24E-05,,,,,-2.12E-05
-2.11E-05,-2.23E-05,-2.23E-05,-2.23E-05,-2.23E-05,,,,,-2.11E-05
-2.09E-05,-2.21E-05,-2.21E-05,-2.21E-05,-2.21E-05,,,,,-2.09E-05
-2.08E-05,-2.19E-05,-2.19E-05,-2.19E-05,-2.19E-05,,,,,-2.08E-05
-2.06E-05,-2.18E-05,-2.18E-05,-2.18E-05,-2.18E-05,,,,,-2.06E-05
-2.05E-05,-2.16E-05,-2.16E-05,-2.16E-05,-2.16E-05,,,,,-2.05E-05
-2.03E-05,-2.15E-05,-2.15E-05,-2.15E-05,-2.15E-05,,,,,-2.03E-05
-2.02E-05,-2.13E-05,-2.13E-05,-2.13E-05,-2.13E-05,,,,,-2.02E-05
-2.00E-05,-2.11E-05,-2.11E-05,-2.11E-05,-2.11E-05,,,,,-2.00E-05
-1.99E-05,-2.10E-05,-2.10E-05,-2.10E-05,-2.10E-05,,,,,-1.99E-05
-1.97E-05,-2.08E-05,-2.08E-05,-2.08E-05,-2.08E-05,,,,,-1.97E-05
-1.96E-05,-2.07E-05,-2.07E-05,-2.07E-05,-2.07E-05,,,,,-1.96E-05
-1.94E-05,-2.05E-05,-2.05E-05,-2.05E-05,-2.05E-05,,,,,-1.94E-05
-1.93E-05,-2.03E-05,-2.03E-05,-2.03E-05,-2.03E-05,,,,,-1.93E-05
-1.91E-05,-2.02E-05,-2.02E-05,-2.02E-05,-2.02E-05,,,,,-1.91E-05
-1.90E-05,-2.00E-05,-2.00E-05,-2.00E-05,-2.00E-05,,,,,-1.90E-05
-1.88E-05,-1.99E-05,-1.99E-05,-1.99E-05,-1.99E-05,,,,,-1.88E-05
-1.87E-05,-1.97E-05,-1.97E-05,-1.97E-05,-1.97E-05,,,,,-1.87E-05
-1.85E-05,-1.95E-05,-1.95E-05,-1.95E-05,-1.95E-05,,,,,-1.85E-05
-1.84E-05,-1.94E-05,-1.94E-05,-1.94E-05,-1.94E-05,,,,,-1.84E-05
-1.82E-05,-1.92E-05,-1.92E-05,-1.92E-05,-1.92E-05,,,,,-1.82E-05
-1.81E-05,-1.91E-05,-1.91E-05,-1.91E-05,-1.91E-05,,,,,-1.81E-05
-1.79E-05,-1.89E-05,-1.89E-05,-1.89E-05,-1.89E-05,,,,,-1.79E-05
-1.78E-05,-1.87E-05,-1.87E-05,-1.87E-05,-1.87E-05,,,,,-1.77E-05
-1.76E-05,-1.86E-05,-1.86E-05,-1.86E-05,-1.86E-05,,,,,-1.76E-05
-1.74E-05,-1.84E-05,-1.84E-05,-1.84E-05,-1.84E-05,,,,,-1.74E-05
-1.73E-05,-1.83E-05,-1.83E-05,-1.83E-05,-1.83E-05,,,,,-1.73E-05
-1.71E-05,-1.81E-05,-1.81E-05,-1.81E-05,-1.81E-05,,,,,-1.71E-05
-1.70E-05,-1.79E-05,-1.79E-05,-1.79E-05,-1.79E-05,,,,,-1.70E-05
-1.68E-05,-1.78E-05,-1.78E-05,-1.78E-05,-1.78E-05,,,,,-1.68E-05
-1.67E-05,-1.76E-05,-1.76E-05,-1.76E-05,-1.76E-05,,,,,-1.67E-05
-1.65E-05,-1.75E-05,-1.75E-05,-1.75E-05,-1.75E-05,,,,,-1.65E-05
-1.64E-05,-1.73E-05,-1.73E-05,-1.73E-05,-1.73E-05,,,,,-1.64E-05
-1.62E-05,-1.71E-05,-1.71E-05,-1.71E-05,-1.71E-05,,,,,-1.62E-05
-1.61E-05,-1.70E-05,-1.70E-05,-1.70E-05,-1.70E-05,,,,,-1.61E-05
-1.59E-05,-1.68E-05,-1.68E-05,-1.68E-05,-1.68E-05,,,,,-1.59E-05
-1.58E-05,-1.66E-05,-1.67E-05,-1.67E-05,-1.67E-05,,,,,-1.58E-05
-1.56E-05,-1.65E-05,-1.65E-05,-1.65E-05,-1.65E-05,,,,,-1.56E-05
-1.55E-05,-1.63E-05,-1.63E-05,-1.63E-05,-1.63E-05,,,,,-1.55E-05
-1.53E-05,-1.62E-05,-1.62E-05,-1.62E-05,-1.62E-05,,,,,-1.53E-05
-1.52E-05,-1.60E-05,-1.60E-05,-1.60E-05,-1.60E-05,,,,,-1.52E-05
-1.50E-05,-1.59E-05,-1.58E-05,-1.58E-05,-1.58E-05,,,,,-1.50E-05
-1.49E-05,-1.57E-05,-1.57E-05,-1.57E-05,-1.57E-05,,,,,-1.49E-05
-1.47E-05,-1.55E-05,-1.55E-05,-1.55E-05,-1.55E-05,,,,,-1.47E-05
-1.46E-05,-1.54E-05,-1.54E-05,-1.54E-05,-1.54E-05,,,,,-1.46E-05
-1.44E-05,-1.52E-05,-1.52E-05,-1.52E-05,-1.52E-05,,,,,-1.44E-05
-1.43E-05,-1.50E-05,-1.50E-05,-1.50E-05,-1.50E-05,,,,,-1.43E-05
-1.41E-05,-1.49E-05,-1.49E-05,-1.49E-05,-1.49E-05,,,,,-1.41E-05
-1.40E-05,-1.47E-05,-1.47E-05,-1.47E-05,-1.47E-05,,,,,-1.40E-05
-1.38E-05,-1.46E-05,-1.46E-05,-1.46E-05,-1.46E-05,,,,,-1.38E-05
-1.36E-05,-1.44E-05,-1.44E-05,-1.44E-05,-1.44E-05,,,,,-1.36E-05
-1.35E-05,-1.42E-05,-1.42E-05,-1.42E-05,-1.42E-05,,,,,-1.35E-05
-1.33E-05,-1.41E-05,-1.41E-05,-1.41E-05,-1.41E-05,,,,,-1.33E-05
-1.32E-05,-1.39E-05,-1.39E-05,-1.39E-05,-1.39E-05,,,,,-1.32E-05
-1.30E-05,-1.38E-05,-1.38E-05,-1.38E-05,-1.38E-05,,,,,-1.30E-05
-1.29E-05,-1.36E-05,-1.36E-05,-1.36E-05,-1.36E-05,,,,,-1.29E-05
-1.27E-05,-1.34E-05,-1.34E-05,-1.34E-05,-1.34E-05,,,,,-1.27E-05
-1.26E-05,-1.33E-05,-1.33E-05,-1.33E-05,-1.33E-05,,,,,-1.26E-05
-1.24E-05,-1.31E-05,-1.31E-05,-1.31E-05,-1.31E-05,,,,,-1.24E-05
-1.23E-05,-1.30E-05,-1.30E-05,-1.30E-05,-1.30E-05,,,,,-1.23E-05
-1.21E-05,-1.28E-05,-1.28E-05,-1.28E-05,-1.28E-05,,,,,-1.21E-05
-1.20E-05,-1.26E-05,-1.26E-05,-1.26E-05,-1.26E-05,,,,,-1.20E-05
-1.18E-05,-1.25E-05,-1.25E-05,-1.25E-05,-1.25E-05,,,,,-1.18E-05
-1.17E-05,-1.23E-05,-1.23E-05,-1.23E-05,-1.23E-05,,,,,-1.17E-05
-1.15E-05,-1.22E-05,-1.22E-05,-1.22E-05,-1.22E-05,,,,,-1.15E-05
-1.14E-05,-1.20E-05,-1.20E-05,-1.20E-05,-1.20E-05,,,,,-1.14E-05
-1.12E-05,-1.18E-05,-1.18E-05,-1.18E-05,-1.18E-05,,,,,-1.12E-05
-1.11E-05,-1.17E-05,-1.17E-05,-1.17E-05,-1.17E-05,,,,,-1.11E-05
-1.09E-05,-1.15E-05,-1.15E-05,-1.15E-05,-1.15E-05,,,,,-1.09E-05
-1.08E-05,-1.14E-05,-1.14E-05,-1.14E-05,-1.14E-05,,,,,-1.08E-05
-1.06E-05,-1.12E-05,-1.12E-05,-1.12E-05,-1.12E-05,,,,,-1.06E-05
-1.05E-05,-1.10E-05,-1.10E-05,-1.10E-05,-1.10E-05,,,,,-1.05E-05
-1.03E-05,-1.09E-05,-1.09E-05,-1.09E-05,-1.09E-05,,,,,-1.03E-05
-1.01E-05,-1.07E-05,-1.07E-05,-1.07E-05,-1.07E-05,,,,,-1.01E-05
-1.00E-05,-1.06E-05,-1.06E-05,-1.06E-05,-1.06E-05,,,,,-1.00E-05
-9.85E-06,-1.04E-05,-1.04E-05,-1.04E-05,-1.04E-05,,,,,-9.84E-06
-9.69E-06,-1.02E-05,-1.02E-05,-1.02E-05,-1.02E-05,,,,,-9.69E-06
-9.54E-06,-1.01E-05,-1.01E-05,-1.01E-05,-1.01E-05,,,,,-9.54E-06
-9.39E-06,-9.91E-06,-9.91E-06,-9.91E-06,-9.91E-06,,,,,-9.39E-06
-9.24E-06,-9.75E-06,-9.75E-06,-9.75E-06,-9.75E-06,,,,,-9.24E-06
-9.09E-06,-9.59E-06,-9.59E-06,-9.59E-06,-9.59E-06,,,,,-9.09E-06
-8.94E-06,-9.43E-06,-9.43E-06,-9.43E-06,-9.43E-06,,,,,-8.93E-06
-8.78E-06,-9.27E-06,-9.27E-06,-9.27E-06,-9.27E-06,,,,,-8.78E-06
-8.63E-06,-9.11E-06,-9.11E-06,-9.11E-06,-9.11E-06,,,,,-8.63E-06
-8.48E-06,-8.95E-06,-8.95E-06,-8.95E-06,-8.95E-06,,,,,-8.48E-06
-8.32E-06,-8.79E-06,-8.79E-06,-8.79E-06,-8.79E-06,,,,,-8.32E-06
-8.18E-06,-8.63E-06,-8.63E-06,-8.63E-06,-8.63E-06,,,,,-8.18E-06
-8.02E-06,-8.47E-06,-8.47E-06,-8.47E-06,-8.47E-06,,,,,-8.02E-06
-7.87E-06,-8.31E-06,-8.31E-06,-8.31E-06,-8.31E-06,,,,,-7.87E-06
-7.72E-06,-8.15E-06,-8.15E-06,-8.15E-06,-8.15E-06,,,,,-7.72E-06
-7.57E-06,-7.99E-06,-7.99E-06,-7.99E-06,-7.99E-06,,,,,-7.57E-06
-7.42E-06,-7.83E-06,-7.83E-06,-7.83E-06,-7.83E-06,,,,,-7.42E-06
-7.27E-06,-7.66E-06,-7.66E-06,-7.66E-06,-7.66E-06,,,,,-7.27E-06
-7.11E-06,-7.50E-06,-7.50E-06,-7.50E-06,-7.50E-06,,,,,-7.11E-06
-6.96E-06,-7.34E-06,-7.34E-06,-7.34E-06,-7.34E-06,,,,,-6.96E-06
-6.81E-06,-7.19E-06,-7.18E-06,-7.19E-06,-7.18E-06,,,,,-6.80E-06
-6.66E-06,-7.02E-06,-7.02E-06,-7.03E-06,-7.02E-06,,,,,-6.65E-06
-6.50E-06,-6.86E-06,-6.87E-06,-6.86E-06,-6.86E-06,,,,,-6.50E-06
-6.35E-06,-6.70E-06,-6.70E-06,-6.71E-06,-6.70E-06,,,,,-6.35E-06
