6.29297E-07,6.22297E-07,6.24397E-07,6.29297E-07,6.22997E-07
7.09096E-07,6.96496E-07,6.90896E-07,6.89496E-07,6.88096E-07
6.84596E-07,6.68497E-07,6.70597E-07,6.73397E-07,6.60797E-07
6.62197E-07,6.59397E-07,6.51697E-07,6.55897E-07,6.53097E-07
6.60097E-07,6.53097E-07,6.45397E-07,6.47497E-07,6.46797E-07
6.54497E-07,6.43997E-07,6.43297E-07,6.46797E-07,6.43997E-07
6.46097E-07,6.39797E-07,6.40497E-07,6.42597E-07,6.37697E-07
6.45397E-07,6.34897E-07,6.33497E-07,6.35597E-07,6.45397E-07
6.39797E-07,6.36297E-07,6.34197E-07,6.39797E-07,6.35597E-07
6.37697E-07,6.36297E-07,6.36297E-07,6.35597E-07,6.36997E-07
6.46097E-07,6.32097E-07,6.29997E-07,6.32797E-07,6.34897E-07
6.39097E-07,6.35597E-07,6.29997E-07,6.38397E-07,6.37697E-07
6.34897E-07,6.30697E-07,6.33497E-07,6.31397E-07,6.36297E-07
6.36997E-07,6.30697E-07,6.36997E-07,6.34197E-07,6.42597E-07
6.38397E-07,6.35597E-07,6.31397E-07,6.34197E-07,6.47497E-07
6.40497E-07,6.33497E-07,6.22997E-07,6.29997E-07,6.43297E-07
6.37697E-07,6.34197E-07,6.31397E-07,6.31397E-07,6.57997E-07
6.32797E-07,6.27897E-07,6.27897E-07,6.32097E-07,6.62197E-07
6.40497E-07,6.29297E-07,6.30697E-07,6.29297E-07,6.61497E-07
6.38397E-07,6.33497E-07,6.33497E-07,6.31397E-07,6.63597E-07
6.32097E-07,6.32797E-07,6.32797E-07,6.27897E-07,6.69897E-07
6.38397E-07,6.29997E-07,6.36997E-07,6.36997E-07,6.82496E-07
6.34897E-07,6.32097E-07,6.34897E-07,6.32797E-07,6.88096E-07
6.39797E-07,6.33497E-07,6.34897E-07,6.32797E-07,6.93696E-07
6.43297E-07,6.36997E-07,6.32797E-07,6.32097E-07,7.07696E-07
6.41897E-07,6.42597E-07,6.41197E-07,6.37697E-07,7.17496E-07
6.50297E-07,6.39097E-07,6.40497E-07,6.40497E-07,7.30796E-07
6.51697E-07,6.43297E-07,6.40497E-07,6.43997E-07,7.41296E-07
6.48897E-07,6.48197E-07,6.48197E-07,6.45397E-07,7.53196E-07
6.51697E-07,6.41197E-07,6.48197E-07,6.46797E-07,7.67196E-07
6.57297E-07,6.49597E-07,6.53097E-07,6.51697E-07,7.88896E-07
6.57997E-07,6.57997E-07,6.57297E-07,6.61497E-07,8.01496E-07
6.65697E-07,6.64297E-07,6.65697E-07,6.61497E-07,8.14796E-07
6.77597E-07,6.64997E-07,6.71997E-07,6.72697E-07,8.30896E-07
6.82496E-07,6.72697E-07,6.76896E-07,6.72697E-07,8.53296E-07
6.88096E-07,6.82496E-07,6.79696E-07,6.83897E-07,8.70096E-07
7.03496E-07,6.79696E-07,6.90896E-07,6.89496E-07,8.93196E-07
7.04896E-07,6.94396E-07,6.97196E-07,7.01396E-07,9.16295E-07
7.17496E-07,6.98596E-07,7.10496E-07,7.09796E-07,9.42895E-07
7.26596E-07,7.09096E-07,7.21696E-07,7.21696E-07,9.65995E-07
7.43396E-07,7.29396E-07,7.34996E-07,7.34996E-07,9.86295E-07
7.55996E-07,7.34296E-07,7.43396E-07,7.46896E-07,1.015695E-06
7.67896E-07,7.56696E-07,7.58096E-07,7.66496E-07,1.054895E-06
7.85396E-07,7.69996E-07,7.76296E-07,7.75596E-07,1.074495E-06
8.04996E-07,7.83296E-07,7.92396E-07,7.96596E-07,1.107395E-06
8.21096E-07,8.02896E-07,8.14096E-07,8.11996E-07,1.137494E-06
8.40696E-07,8.21796E-07,8.28096E-07,8.30896E-07,1.176694E-06
8.60996E-07,8.43496E-07,8.55396E-07,8.48396E-07,1.205394E-06
8.86196E-07,8.56796E-07,8.70796E-07,8.71496E-07,1.239694E-06
9.03696E-07,8.81296E-07,8.98796E-07,8.96696E-07,1.271194E-06
9.26095E-07,9.09295E-07,9.16995E-07,9.20495E-07,1.315994E-06
9.56895E-07,9.30995E-07,9.44995E-07,9.40795E-07,1.353094E-06
9.82795E-07,9.60395E-07,9.63895E-07,9.67395E-07,1.392293E-06
1.008695E-06,9.79995E-07,9.90495E-07,9.92595E-07,1.423093E-06
1.033895E-06,1.008695E-06,1.020595E-06,1.015695E-06,1.459493E-06
1.061895E-06,1.033895E-06,1.041595E-06,1.051395E-06,1.498693E-06
1.096195E-06,1.067495E-06,1.073795E-06,1.070995E-06,1.532993E-06
