timestamp,I,V
21:14:31:24:617,9.98895E-07,-0.499905
21:14:31:24:657,9.28195E-07,-0.497929
21:14:31:24:658,8.71496E-07,-0.495953
21:14:31:24:658,8.47696E-07,-0.493977
21:14:31:24:660,8.30196E-07,-0.492001
21:14:31:24:663,8.18296E-07,-0.490026
21:14:31:24:664,8.08496E-07,-0.48805
21:14:31:24:666,8.04296E-07,-0.486074
21:14:31:24:680,7.95196E-07,-0.484098
21:14:31:24:705,7.93796E-07,-0.482122
21:14:31:24:706,7.90296E-07,-0.480146
21:14:31:24:706,7.87496E-07,-0.47817
21:14:31:24:713,7.86796E-07,-0.476194
21:14:31:24:729,7.86096E-07,-0.474218
21:14:31:24:768,7.80496E-07,-0.472242
21:14:31:24:771,7.81196E-07,-0.470266
21:14:31:24:773,7.79796E-07,-0.468291
21:14:31:24:780,7.75596E-07,-0.466315
21:14:31:24:781,7.79796E-07,-0.464339
21:14:31:24:783,7.74896E-07,-0.462363
21:14:31:24:793,7.75596E-07,-0.460387
21:14:31:24:810,7.74896E-07,-0.458411
21:14:31:24:830,7.73496E-07,-0.456435
21:14:31:24:833,7.74196E-07,-0.454459
21:14:31:24:836,7.77696E-07,-0.452483
21:14:31:24:843,7.72796E-07,-0.450507
21:14:31:24:858,7.71396E-07,-0.448531
21:14:31:24:872,7.71396E-07,-0.446555
21:14:31:24:904,7.78396E-07,-0.44458
21:14:31:24:934,7.79096E-07,-0.442604
21:14:31:24:957,7.83296E-07,-0.440628
21:14:31:24:964,7.83296E-07,-0.438652
21:14:31:24:971,7.82596E-07,-0.436676
21:14:31:24:984,7.86096E-07,-0.4347
21:14:31:25:014,7.87496E-07,-0.432724
21:14:31:25:021,7.90996E-07,-0.430748
21:14:31:25:023,7.99396E-07,-0.428772
21:14:31:25:025,8.07796E-07,-0.426796
21:14:31:25:027,8.10596E-07,-0.42482
21:14:31:25:045,8.14796E-07,-0.422845
21:14:31:25:083,8.16196E-07,-0.420869
