timestamp,I,V
22:10:25:40:730,8.56796E-07,-0.599886
22:10:25:40:732,7.26596E-07,-0.59791
22:10:25:40:746,6.62197E-07,-0.595934
22:10:25:40:761,6.27197E-07,-0.593959
22:10:25:40:764,6.00597E-07,-0.591983
22:10:25:40:777,5.87997E-07,-0.590007
22:10:25:40:778,5.82397E-07,-0.588031
22:10:25:40:793,5.79597E-07,-0.586055
22:10:25:40:809,5.68397E-07,-0.584079
22:10:25:40:810,5.71197E-07,-0.582103
22:10:25:40:826,5.66297E-07,-0.580127
22:10:25:40:828,5.57897E-07,-0.578151
22:10:25:40:842,5.57197E-07,-0.576175
22:10:25:40:859,5.50897E-07,-0.574199
22:10:25:40:861,5.48797E-07,-0.572223
22:10:25:40:874,5.49497E-07,-0.570248
22:10:25:40:890,5.53697E-07,-0.568272
22:10:25:40:893,5.50197E-07,-0.566296
22:10:25:40:905,5.46697E-07,-0.56432
22:10:25:40:907,5.39697E-07,-0.562344
22:10:25:40:922,5.45997E-07,-0.560368
22:10:25:40:938,5.43897E-07,-0.558392
22:10:25:40:939,5.43897E-07,-0.556416
22:10:25:40:954,5.43897E-07,-0.55444
22:10:25:40:970,5.43197E-07,-0.552464
22:10:25:40:971,5.42497E-07,-0.550488
22:10:25:40:985,5.39697E-07,-0.548513
22:10:25:40:987,5.35497E-07,-0.546537
22:10:25:41:001,5.38997E-07,-0.544561
22:10:25:41:018,5.36197E-07,-0.542585
22:10:25:41:020,5.39697E-07,-0.540609
22:10:25:41:034,5.31297E-07,-0.538633
22:10:25:41:050,5.37597E-07,-0.536657
22:10:25:41:052,5.34797E-07,-0.534681
22:10:25:41:066,5.35497E-07,-0.532705
22:10:25:41:067,5.27097E-07,-0.530729
22:10:25:41:082,5.36197E-07,-0.528753
22:10:25:41:098,5.32697E-07,-0.526778
22:10:25:41:099,5.24997E-07,-0.524802
22:10:25:41:114,5.36197E-07,-0.522826
22:10:25:41:130,5.33397E-07,-0.52085
22:10:25:41:131,5.26397E-07,-0.518874
22:10:25:41:145,5.34097E-07,-0.516898
22:10:25:41:147,5.31997E-07,-0.514922
22:10:25:41:161,5.31997E-07,-0.512946
22:10:25:41:178,5.33397E-07,-0.51097
22:10:25:41:181,5.34797E-07,-0.508994
22:10:25:41:194,5.36197E-07,-0.507018
22:10:25:41:210,5.29197E-07,-0.505042
22:10:25:41:213,5.27797E-07,-0.503067
22:10:25:41:226,5.22897E-07,-0.501091
22:10:25:41:227,5.26397E-07,-0.499115
22:10:25:41:242,5.29197E-07,-0.497139
22:10:25:41:257,5.29897E-07,-0.495163
22:10:25:41:259,5.25697E-07,-0.493187
22:10:25:41:273,5.24297E-07,-0.491211
22:10:25:41:290,5.29197E-07,-0.489235
22:10:25:41:291,5.29197E-07,-0.487259
22:10:25:41:305,5.27797E-07,-0.485283
22:10:25:41:308,5.25697E-07,-0.483307
22:10:25:41:322,5.27097E-07,-0.481332
22:10:25:41:338,5.31997E-07,-0.479356
22:10:25:41:341,5.23597E-07,-0.47738
22:10:25:41:354,5.23597E-07,-0.475404
22:10:25:41:369,5.26397E-07,-0.473428
22:10:25:41:371,5.18697E-07,-0.471452
22:10:25:41:385,5.35497E-07,-0.469476
22:10:25:41:387,5.26397E-07,-0.4675
22:10:25:41:401,5.25697E-07,-0.465524
22:10:25:41:417,5.26397E-07,-0.463548
22:10:25:41:418,5.30597E-07,-0.461572
22:10:25:41:433,5.32697E-07,-0.459597
22:10:25:41:449,5.33397E-07,-0.457621
22:10:25:41:450,5.39697E-07,-0.455645
22:10:25:41:466,5.45297E-07,-0.453669
22:10:25:41:468,5.42497E-07,-0.451693
22:10:25:41:482,5.44597E-07,-0.449717
22:10:25:41:498,5.46697E-07,-0.447741
22:10:25:41:500,5.55797E-07,-0.445765
22:10:25:41:514,5.55097E-07,-0.443789
22:10:25:41:530,5.59997E-07,-0.441813
22:10:25:41:532,5.69797E-07,-0.439837
22:10:25:41:546,5.69797E-07,-0.437861
22:10:25:41:547,5.79597E-07,-0.435886
22:10:25:41:562,5.81697E-07,-0.43391
22:10:25:41:578,5.91497E-07,-0.431934
22:10:25:41:580,5.99197E-07,-0.429958
22:10:25:41:595,6.13897E-07,-0.427982
22:10:25:41:609,6.22297E-07,-0.426006
