timestamp,I,V
22:10:25:31:440,8.48396E-07,-0.599886
22:10:25:31:442,7.12596E-07,-0.59791
22:10:25:31:457,6.50997E-07,-0.595934
22:10:25:31:458,6.20897E-07,-0.593959
22:10:25:31:472,5.95697E-07,-0.591983
22:10:25:31:488,5.86597E-07,-0.590007
22:10:25:31:490,5.74697E-07,-0.588031
22:10:25:31:504,5.65597E-07,-0.586055
22:10:25:31:520,5.69797E-07,-0.584079
22:10:25:31:522,5.58597E-07,-0.582103
22:10:25:31:536,5.55097E-07,-0.580127
22:10:25:31:538,5.54397E-07,-0.578151
22:10:25:31:552,5.51597E-07,-0.576175
22:10:25:31:569,5.49497E-07,-0.574199
22:10:25:31:572,5.55797E-07,-0.572223
22:10:25:31:584,5.46697E-07,-0.570248
22:10:25:31:601,5.52997E-07,-0.568272
22:10:25:31:605,5.43897E-07,-0.566296
22:10:25:31:617,5.46697E-07,-0.56432
22:10:25:31:618,5.41797E-07,-0.562344
22:10:25:31:632,5.36197E-07,-0.560368
22:10:25:31:649,5.41797E-07,-0.558392
22:10:25:31:651,5.39697E-07,-0.556416
22:10:25:31:664,5.31997E-07,-0.55444
22:10:25:31:681,5.41797E-07,-0.552464
22:10:25:31:682,5.38997E-07,-0.550488
22:10:25:31:696,5.33397E-07,-0.548513
22:10:25:31:701,5.38297E-07,-0.546537
22:10:25:31:713,5.34097E-07,-0.544561
22:10:25:31:728,5.36197E-07,-0.542585
22:10:25:31:732,5.32697E-07,-0.540609
22:10:25:31:743,5.34797E-07,-0.538633
22:10:25:31:759,5.34097E-07,-0.536657
22:10:25:31:762,5.26397E-07,-0.534681
22:10:25:31:776,5.28497E-07,-0.532705
22:10:25:31:778,5.24997E-07,-0.530729
22:10:25:31:792,5.27797E-07,-0.528753
22:10:25:31:808,5.29197E-07,-0.526778
22:10:25:31:810,5.24997E-07,-0.524802
22:10:25:31:824,5.31297E-07,-0.522826
22:10:25:31:840,5.22897E-07,-0.52085
22:10:25:31:842,5.22197E-07,-0.518874
22:10:25:31:856,5.27797E-07,-0.516898
22:10:25:31:858,5.29197E-07,-0.514922
22:10:25:31:874,5.27097E-07,-0.512946
22:10:25:31:888,5.23597E-07,-0.51097
22:10:25:31:890,5.18697E-07,-0.508994
22:10:25:31:906,5.15197E-07,-0.507018
22:10:25:31:921,5.17997E-07,-0.505042
22:10:25:31:922,5.23597E-07,-0.503067
22:10:25:31:938,5.18697E-07,-0.501091
22:10:25:31:947,5.13797E-07,-0.499115
22:10:25:31:956,5.24997E-07,-0.497139
22:10:25:31:969,5.20097E-07,-0.495163
22:10:25:31:971,5.14497E-07,-0.493187
22:10:25:31:984,5.26397E-07,-0.491211
22:10:25:32:000,5.23597E-07,-0.489235
22:10:25:32:002,5.22897E-07,-0.487259
22:10:25:32:017,5.13097E-07,-0.485283
22:10:25:32:019,5.19397E-07,-0.483307
22:10:25:32:032,5.24997E-07,-0.481332
22:10:25:32:048,5.15897E-07,-0.479356
22:10:25:32:052,5.22197E-07,-0.47738
22:10:25:32:065,5.20797E-07,-0.475404
22:10:25:32:080,5.24997E-07,-0.473428
22:10:25:32:084,5.25697E-07,-0.471452
22:10:25:32:096,5.23597E-07,-0.469476
22:10:25:32:099,5.20797E-07,-0.4675
22:10:25:32:113,5.25697E-07,-0.465524
22:10:25:32:129,5.22897E-07,-0.463548
22:10:25:32:132,5.23597E-07,-0.461572
22:10:25:32:145,5.21497E-07,-0.459597
22:10:25:32:160,5.22197E-07,-0.457621
22:10:25:32:163,5.26397E-07,-0.455645
22:10:25:32:177,5.34097E-07,-0.453669
22:10:25:32:178,5.36897E-07,-0.451693
22:10:25:32:193,5.39697E-07,-0.449717
22:10:25:32:209,5.34797E-07,-0.447741
22:10:25:32:211,5.44597E-07,-0.445765
