timestamp,I,V
22:09:46:51:240,4.61997E-07,-0.599886
22:09:46:51:254,4.41698E-07,-0.59791
22:09:46:51:256,4.10898E-07,-0.595934
22:09:46:51:270,3.91298E-07,-0.593959
22:09:46:51:286,3.81498E-07,-0.591983
22:09:46:51:287,3.80798E-07,-0.590007
22:09:46:51:304,3.76598E-07,-0.588031
22:09:46:51:307,3.70298E-07,-0.586055
22:09:46:51:320,3.67498E-07,-0.584079
22:09:46:51:336,3.71698E-07,-0.582103
22:09:46:51:340,3.66098E-07,-0.580127
22:09:46:51:351,3.74498E-07,-0.578151
22:09:46:51:366,3.71698E-07,-0.576175
22:09:46:51:370,3.65398E-07,-0.574199
22:09:46:51:382,3.71698E-07,-0.572223
22:09:46:51:387,3.75898E-07,-0.570248
22:09:46:51:408,3.73798E-07,-0.568272
22:09:46:51:414,3.71698E-07,-0.566296
22:09:46:51:417,3.72398E-07,-0.56432
22:09:46:51:430,3.67498E-07,-0.562344
22:09:46:51:438,3.77298E-07,-0.560368
22:09:46:51:446,3.64698E-07,-0.558392
22:09:46:51:462,3.73098E-07,-0.556416
22:09:46:51:464,3.68898E-07,-0.55444
22:09:46:51:478,3.74498E-07,-0.552464
22:09:46:51:495,3.70998E-07,-0.550488
22:09:46:51:497,3.75198E-07,-0.548513
22:09:46:51:511,3.72398E-07,-0.546537
22:09:46:51:514,3.71698E-07,-0.544561
22:09:46:51:527,3.73098E-07,-0.542585
22:09:46:51:543,3.74498E-07,-0.540609
22:09:46:51:545,3.76598E-07,-0.538633
22:09:46:51:562,3.73798E-07,-0.536657
22:09:46:51:575,3.70998E-07,-0.534681
22:09:46:51:580,3.77998E-07,-0.532705
22:09:46:51:590,3.68898E-07,-0.530729
22:09:46:51:593,3.75198E-07,-0.528753
22:09:46:51:606,3.80798E-07,-0.526778
22:09:46:51:623,3.75898E-07,-0.524802
22:09:46:51:626,3.76598E-07,-0.522826
22:09:46:51:638,3.76598E-07,-0.52085
22:09:46:51:655,3.80098E-07,-0.518874
22:09:46:51:659,3.76598E-07,-0.516898
22:09:46:51:671,3.82198E-07,-0.514922
22:09:46:51:675,3.77998E-07,-0.512946
22:09:46:51:686,3.73798E-07,-0.51097
22:09:46:51:703,3.75898E-07,-0.508994
22:09:46:51:706,3.77298E-07,-0.507018
22:09:46:51:718,3.73798E-07,-0.505042
22:09:46:51:734,3.69598E-07,-0.503067
22:09:46:51:739,3.76598E-07,-0.501091
22:09:46:51:751,3.74498E-07,-0.499115
22:09:46:51:753,3.75898E-07,-0.497139
22:09:46:51:767,3.76598E-07,-0.495163
22:09:46:51:782,3.68198E-07,-0.493187
22:09:46:51:785,3.72398E-07,-0.491211
22:09:46:51:798,3.80098E-07,-0.489235
22:09:46:51:814,3.70998E-07,-0.487259
22:09:46:51:816,3.75898E-07,-0.485283
22:09:46:51:830,3.72398E-07,-0.483307
22:09:46:51:843,3.69598E-07,-0.481332
22:09:46:51:847,3.75198E-07,-0.479356
22:09:46:51:863,3.80098E-07,-0.47738
22:09:46:51:871,3.72398E-07,-0.475404
22:09:46:51:879,3.77298E-07,-0.473428
22:09:46:51:880,3.68898E-07,-0.471452
22:09:46:51:895,3.71698E-07,-0.469476
22:09:46:51:911,3.77298E-07,-0.4675
22:09:46:51:913,3.76598E-07,-0.465524
22:09:46:51:927,3.72398E-07,-0.463548
22:09:46:51:942,3.76598E-07,-0.461572
22:09:46:51:945,3.75898E-07,-0.459597
22:09:46:51:958,3.74498E-07,-0.457621
22:09:46:51:959,3.75898E-07,-0.455645
22:09:46:51:974,3.80098E-07,-0.453669
22:09:46:51:990,3.75198E-07,-0.451693
22:09:46:51:991,3.69598E-07,-0.449717
22:09:46:52:007,3.78698E-07,-0.447741
22:09:46:52:022,3.77998E-07,-0.445765
22:09:46:52:024,3.80098E-07,-0.443789
22:09:46:52:039,3.78698E-07,-0.441813
22:09:46:52:044,3.78698E-07,-0.439837
22:09:46:52:055,3.84298E-07,-0.437861
22:09:46:52:071,3.84998E-07,-0.435886
22:09:46:52:077,3.81498E-07,-0.43391
22:09:46:52:086,3.89198E-07,-0.431934
22:09:46:52:103,3.84998E-07,-0.429958
22:09:46:52:114,3.85698E-07,-0.427982
22:09:46:52:119,3.94798E-07,-0.426006
22:09:46:52:122,3.91298E-07,-0.42403
22:09:46:52:135,3.94098E-07,-0.422054
22:09:46:52:151,3.98298E-07,-0.420078
22:09:46:52:162,3.96898E-07,-0.418102
22:09:46:52:167,3.99698E-07,-0.416126
22:09:46:52:183,4.01798E-07,-0.414151
22:09:46:52:189,4.03898E-07,-0.412175
22:09:46:52:207,4.05298E-07,-0.410199
22:09:46:52:208,4.14398E-07,-0.408223
22:09:46:52:215,4.19298E-07,-0.406247
22:09:46:52:231,4.22098E-07,-0.404271
22:09:46:52:232,4.23498E-07,-0.402295
22:09:46:52:247,4.21398E-07,-0.400319
22:09:46:52:263,4.31898E-07,-0.398343
22:09:46:52:264,4.36798E-07,-0.396367
