timestamp,I,V
22:10:19:55:111,1.082195E-06,-0.599886
22:10:19:55:114,9.37295E-07,-0.59791
22:10:19:55:128,8.63796E-07,-0.595934
22:10:19:55:144,8.28096E-07,-0.593959
22:10:19:55:146,8.11296E-07,-0.591983
22:10:19:55:160,7.95196E-07,-0.590007
22:10:19:55:162,7.84696E-07,-0.588031
22:10:19:55:176,7.79796E-07,-0.586055
22:10:19:55:192,7.73496E-07,-0.584079
22:10:19:55:196,7.68596E-07,-0.582103
22:10:19:55:207,7.67896E-07,-0.580127
22:10:19:55:224,7.60896E-07,-0.578151
22:10:19:55:228,7.60896E-07,-0.576175
22:10:19:55:240,7.60896E-07,-0.574199
22:10:19:55:242,7.54596E-07,-0.572223
22:10:19:55:255,7.53896E-07,-0.570248
22:10:19:55:272,7.55296E-07,-0.568272
22:10:19:55:274,7.46196E-07,-0.566296
22:10:19:55:288,7.52496E-07,-0.56432
22:10:19:55:304,7.46896E-07,-0.562344
22:10:19:55:305,7.44096E-07,-0.560368
22:10:19:55:320,7.50396E-07,-0.558392
22:10:19:55:322,7.44096E-07,-0.556416
22:10:19:55:335,7.46196E-07,-0.55444
22:10:19:55:352,7.42696E-07,-0.552464
22:10:19:55:354,7.35696E-07,-0.550488
22:10:19:55:368,7.39896E-07,-0.548513
22:10:19:55:383,7.37096E-07,-0.546537
22:10:19:55:385,7.37096E-07,-0.544561
22:10:19:55:399,7.32196E-07,-0.542585
22:10:19:55:401,7.38496E-07,-0.540609
22:10:19:55:415,7.34296E-07,-0.538633
22:10:19:55:431,7.35696E-07,-0.536657
22:10:19:55:433,7.27296E-07,-0.534681
22:10:19:55:448,7.36396E-07,-0.532705
22:10:19:55:463,7.30096E-07,-0.530729
22:10:19:55:464,7.21696E-07,-0.528753
22:10:19:55:479,7.34996E-07,-0.526778
22:10:19:55:483,7.23796E-07,-0.524802
22:10:19:55:496,7.25896E-07,-0.522826
22:10:19:55:512,7.20296E-07,-0.52085
22:10:19:55:514,7.23796E-07,-0.518874
22:10:19:55:528,7.22396E-07,-0.516898
22:10:19:55:543,7.22396E-07,-0.514922
22:10:19:55:547,7.20296E-07,-0.512946
22:10:19:55:559,7.21696E-07,-0.51097
22:10:19:55:561,7.23796E-07,-0.508994
22:10:19:55:575,7.19596E-07,-0.507018
22:10:19:55:592,7.22396E-07,-0.505042
22:10:19:55:596,7.24496E-07,-0.503067
22:10:19:55:608,7.23796E-07,-0.501091
22:10:19:55:623,7.18896E-07,-0.499115
22:10:19:55:627,7.21696E-07,-0.497139
22:10:19:55:640,7.13296E-07,-0.495163
22:10:19:55:643,7.23796E-07,-0.493187
22:10:19:55:656,7.10496E-07,-0.491211
22:10:19:55:671,7.17496E-07,-0.489235
22:10:19:55:674,7.16796E-07,-0.487259
22:10:19:55:688,7.15396E-07,-0.485283
22:10:19:55:703,7.17496E-07,-0.483307
22:10:19:55:706,7.16096E-07,-0.481332
22:10:19:55:719,7.16796E-07,-0.479356
22:10:19:55:722,7.09096E-07,-0.47738
22:10:19:55:736,7.11896E-07,-0.475404
