-0.599886,-0.599886,-0.599886,-0.599886,-0.599886,
-0.59791,-0.59791,-0.59791,-0.59791,-0.59791,
-0.595934,-0.595934,-0.595934,-0.595934,-0.595934,
-0.593959,-0.593959,-0.593959,-0.593959,-0.593959,
-0.591983,-0.591983,-0.591983,-0.591983,-0.591983,
-0.590007,-0.590007,-0.590007,-0.590007,-0.590007,
-0.588031,-0.588031,-0.588031,-0.588031,-0.588031,
-0.586055,-0.586055,-0.586055,-0.586055,-0.586055,
-0.584079,-0.584079,-0.584079,-0.584079,-0.584079,
-0.582103,-0.582103,-0.582103,-0.582103,-0.582103,
-0.580127,-0.580127,-0.580127,-0.580127,-0.580127,
-0.578151,-0.578151,-0.578151,-0.578151,-0.578151,
-0.576175,-0.576175,-0.576175,-0.576175,-0.576175,
-0.574199,-0.574199,-0.574199,-0.574199,-0.574199,
-0.572223,-0.572223,-0.572223,-0.572223,-0.572223,
-0.570248,-0.570248,-0.570248,-0.570248,-0.570248,
-0.568272,-0.568272,-0.568272,-0.568272,-0.568272,
-0.566296,-0.566296,-0.566296,-0.566296,-0.566296,
-0.56432,-0.56432,-0.56432,-0.56432,-0.56432,
-0.562344,-0.562344,-0.562344,-0.562344,-0.562344,
-0.560368,-0.560368,-0.560368,-0.560368,-0.560368,
-0.558392,-0.558392,-0.558392,-0.558392,-0.558392,
-0.556416,-0.556416,-0.556416,-0.556416,-0.556416,
-0.55444,-0.55444,-0.55444,-0.55444,-0.55444,
-0.552464,-0.552464,-0.552464,-0.552464,-0.552464,
-0.550488,-0.550488,-0.550488,-0.550488,-0.550488,
-0.548513,-0.548513,-0.548513,-0.548513,-0.548513,
-0.546537,-0.546537,-0.546537,-0.546537,-0.546537,
-0.544561,-0.544561,-0.544561,-0.544561,-0.544561,
-0.542585,-0.542585,-0.542585,-0.542585,-0.542585,
-0.540609,-0.540609,-0.540609,-0.540609,-0.540609,
-0.538633,-0.538633,-0.538633,-0.538633,-0.538633,
-0.536657,-0.536657,-0.536657,-0.536657,-0.536657,
-0.534681,-0.534681,-0.534681,-0.534681,-0.534681,
-0.532705,-0.532705,-0.532705,-0.532705,-0.532705,
-0.530729,-0.530729,-0.530729,-0.530729,-0.530729,
-0.528753,-0.528753,-0.528753,-0.528753,-0.528753,
-0.526778,-0.526778,-0.526778,-0.526778,-0.526778,
-0.524802,-0.524802,-0.524802,-0.524802,-0.524802,
-0.522826,-0.522826,-0.522826,-0.522826,-0.522826,
-0.52085,-0.52085,-0.52085,-0.52085,-0.52085,
-0.518874,-0.518874,-0.518874,-0.518874,-0.518874,
-0.516898,-0.516898,-0.516898,-0.516898,-0.516898,
-0.514922,-0.514922,-0.514922,-0.514922,-0.514922,
-0.512946,-0.512946,-0.512946,-0.512946,-0.512946,
-0.51097,-0.51097,-0.51097,-0.51097,-0.51097,
-0.508994,-0.508994,-0.508994,-0.508994,-0.508994,
-0.507018,-0.507018,-0.507018,-0.507018,-0.507018,
-0.505042,-0.505042,-0.505042,-0.505042,-0.505042,
-0.503067,-0.503067,-0.503067,-0.503067,-0.503067,
-0.501091,-0.501091,-0.501091,-0.501091,-0.501091,
-0.499115,-0.499115,-0.499115,-0.499115,-0.499115,
-0.497139,-0.497139,-0.497139,-0.497139,-0.497139,
-0.495163,-0.495163,-0.495163,-0.495163,-0.495163,
-0.493187,-0.493187,-0.493187,-0.493187,-0.493187,
-0.491211,-0.491211,-0.491211,-0.491211,-0.491211,
-0.489235,-0.489235,-0.489235,-0.489235,-0.489235,
-0.487259,-0.487259,-0.487259,-0.487259,-0.487259,
-0.485283,-0.485283,-0.485283,-0.485283,-0.485283,
-0.483307,-0.483307,-0.483307,-0.483307,-0.483307,
-0.481332,-0.481332,-0.481332,-0.481332,-0.481332,
-0.479356,-0.479356,-0.479356,-0.479356,-0.479356,
-0.47738,-0.47738,-0.47738,-0.47738,-0.47738,
-0.475404,-0.475404,-0.475404,-0.475404,-0.475404,
-0.473428,-0.473428,-0.473428,-0.473428,-0.473428,
-0.471452,-0.471452,-0.471452,-0.471452,-0.471452,
-0.469476,-0.469476,-0.469476,-0.469476,-0.469476,
-0.4675,-0.4675,-0.4675,-0.4675,-0.4675,
-0.465524,-0.465524,-0.465524,-0.465524,-0.465524,
-0.463548,-0.463548,-0.463548,-0.463548,-0.463548,
-0.461572,-0.461572,-0.461572,-0.461572,-0.461572,
-0.459597,-0.459597,-0.459597,-0.459597,-0.459597,
-0.457621,-0.457621,-0.457621,-0.457621,-0.457621,
-0.455645,-0.455645,-0.455645,-0.455645,-0.455645,
-0.453669,-0.453669,-0.453669,-0.453669,-0.453669,
-0.451693,-0.451693,-0.451693,-0.451693,-0.451693,
-0.449717,-0.449717,-0.449717,-0.449717,-0.449717,
-0.447741,-0.447741,-0.447741,-0.447741,-0.447741,
-0.445765,-0.445765,-0.445765,-0.445765,-0.445765,
-0.443789,-0.443789,-0.443789,-0.443789,-0.443789,
-0.441813,-0.441813,-0.441813,-0.441813,-0.441813,
-0.439837,-0.439837,-0.439837,-0.439837,-0.439837,
-0.437861,-0.437861,-0.437861,-0.437861,-0.437861,
-0.435886,-0.435886,-0.435886,-0.435886,-0.435886,
-0.43391,-0.43391,-0.43391,-0.43391,-0.43391,
-0.431934,-0.431934,-0.431934,-0.431934,-0.431934,
-0.429958,-0.429958,-0.429958,-0.429958,-0.429958,
-0.427982,-0.427982,-0.427982,-0.427982,-0.427982,
-0.426006,-0.426006,-0.426006,-0.426006,-0.426006,
-0.42403,-0.42403,-0.42403,-0.42403,-0.42403,
-0.422054,-0.422054,-0.422054,-0.422054,-0.422054,
-0.420078,-0.420078,-0.420078,-0.420078,-0.420078,
-0.418102,-0.418102,-0.418102,-0.418102,-0.418102,
-0.416126,-0.416126,-0.416126,-0.416126,-0.416126,
-0.414151,-0.414151,-0.414151,-0.414151,-0.414151,
-0.412175,-0.412175,-0.412175,-0.412175,-0.412175,
-0.410199,-0.410199,-0.410199,-0.410199,-0.410199,
-0.408223,-0.408223,-0.408223,-0.408223,-0.408223,
-0.406247,-0.406247,-0.406247,-0.406247,-0.406247,
-0.404271,-0.404271,-0.404271,-0.404271,-0.404271,
-0.402295,-0.402295,-0.402295,-0.402295,-0.402295,
-0.400319,-0.400319,-0.400319,-0.400319,-0.400319,
-0.398343,-0.398343,-0.398343,-0.398343,-0.398343,
-0.396367,-0.396367,-0.396367,-0.396367,-0.396367,
-0.394391,-0.394391,-0.394391,-0.394391,-0.394391,
-0.392416,-0.392416,-0.392416,-0.392416,-0.392416,
-0.39044,-0.39044,-0.39044,-0.39044,-0.39044,
-0.388464,-0.388464,-0.388464,-0.388464,-0.388464,
-0.386488,-0.386488,-0.386488,-0.386488,-0.386488,
-0.384512,-0.384512,-0.384512,-0.384512,-0.384512,
-0.382536,-0.382536,-0.382536,-0.382536,-0.382536,
-0.38056,-0.38056,-0.38056,-0.38056,-0.38056,
-0.378584,-0.378584,-0.378584,-0.378584,-0.378584,
-0.376608,-0.376608,-0.376608,-0.376608,-0.376608,
-0.374632,-0.374632,-0.374632,-0.374632,-0.374632,
-0.372656,-0.372656,-0.372656,-0.372656,-0.372656,
-0.370681,-0.370681,-0.370681,-0.370681,-0.370681,
-0.368705,-0.368705,-0.368705,-0.368705,-0.368705,
-0.366729,-0.366729,-0.366729,-0.366729,-0.366729,
-0.364753,-0.364753,-0.364753,-0.364753,-0.364753,
