timestamp,I,V
22:10:20:07:503,1.088495E-06,-0.599886
22:10:20:07:506,9.43595E-07,-0.59791
22:10:20:07:520,8.68696E-07,-0.595934
22:10:20:07:522,8.30196E-07,-0.593959
22:10:20:07:535,8.05696E-07,-0.591983
22:10:20:07:552,8.01496E-07,-0.590007
22:10:20:07:554,7.84696E-07,-0.588031
22:10:20:07:568,7.86096E-07,-0.586055
22:10:20:07:582,7.75596E-07,-0.584079
22:10:20:07:585,7.71396E-07,-0.582103
22:10:20:07:599,7.71396E-07,-0.580127
22:10:20:07:600,7.59496E-07,-0.578151
22:10:20:07:615,7.67196E-07,-0.576175
22:10:20:07:631,7.53196E-07,-0.574199
22:10:20:07:633,7.58796E-07,-0.572223
22:10:20:07:647,7.53196E-07,-0.570248
22:10:20:07:662,7.55296E-07,-0.568272
22:10:20:07:664,7.45496E-07,-0.566296
22:10:20:07:679,7.46896E-07,-0.56432
22:10:20:07:682,7.42696E-07,-0.562344
22:10:20:07:695,7.47596E-07,-0.560368
22:10:20:07:712,7.46196E-07,-0.558392
22:10:20:07:714,7.46196E-07,-0.556416
22:10:20:07:727,7.54596E-07,-0.55444
22:10:20:07:742,7.44796E-07,-0.552464
22:10:20:07:746,7.39196E-07,-0.550488
22:10:20:07:759,7.42696E-07,-0.548513
22:10:20:07:762,7.38496E-07,-0.546537
22:10:20:07:776,7.33596E-07,-0.544561
22:10:20:07:792,7.39896E-07,-0.542585
22:10:20:07:795,7.33596E-07,-0.540609
22:10:20:07:808,7.38496E-07,-0.538633
22:10:20:07:810,7.34996E-07,-0.536657
22:10:20:07:824,7.37096E-07,-0.534681
22:10:20:07:840,7.30096E-07,-0.532705
22:10:20:07:844,7.32896E-07,-0.530729
22:10:20:07:855,7.31496E-07,-0.528753
22:10:20:07:871,7.32896E-07,-0.526778
22:10:20:07:876,7.25196E-07,-0.524802
22:10:20:07:887,7.25896E-07,-0.522826
22:10:20:07:897,7.30796E-07,-0.52085
22:10:20:07:903,7.18896E-07,-0.518874
22:10:20:07:920,7.25896E-07,-0.516898
22:10:20:07:924,7.26596E-07,-0.514922
22:10:20:07:936,7.27296E-07,-0.512946
22:10:20:07:951,7.22396E-07,-0.51097
22:10:20:07:954,7.24496E-07,-0.508994
22:10:20:07:967,7.16796E-07,-0.507018
22:10:20:07:968,7.22396E-07,-0.505042
22:10:20:07:983,7.18196E-07,-0.503067
22:10:20:07:999,7.22396E-07,-0.501091
22:10:20:08:001,7.26596E-07,-0.499115
22:10:20:08:015,7.22396E-07,-0.497139
22:10:20:08:031,7.15396E-07,-0.495163
22:10:20:08:033,7.20296E-07,-0.493187
22:10:20:08:047,7.19596E-07,-0.491211
22:10:20:08:050,7.21696E-07,-0.489235
22:10:20:08:063,7.13296E-07,-0.487259
22:10:20:08:079,7.23096E-07,-0.485283
22:10:20:08:082,7.19596E-07,-0.483307
22:10:20:08:095,7.06996E-07,-0.481332
22:10:20:08:112,7.16796E-07,-0.479356
22:10:20:08:114,7.11196E-07,-0.47738
22:10:20:08:128,7.15396E-07,-0.475404
22:10:20:08:129,7.22396E-07,-0.473428
22:10:20:08:143,7.13296E-07,-0.471452
22:10:20:08:159,7.11896E-07,-0.469476
22:10:20:08:161,7.19596E-07,-0.4675
22:10:20:08:175,7.10496E-07,-0.465524
22:10:20:08:191,7.10496E-07,-0.463548
22:10:20:08:194,7.17496E-07,-0.461572
