timestamp,I,V
27:10:49:48:285,0,-0.499905
27:10:49:48:302,0,-0.497929
27:10:49:48:321,-6.99996E-10,-0.495953
27:10:49:48:326,0,-0.493977
27:10:49:48:327,0,-0.492001
27:10:49:48:335,0,-0.490026
27:10:49:48:351,0,-0.48805
27:10:49:48:358,0,-0.486074
27:10:49:48:373,-6.99996E-10,-0.484098
27:10:49:48:381,0,-0.482122
27:10:49:48:386,-6.99996E-10,-0.480146
27:10:49:48:397,0,-0.47817
27:10:49:48:403,-6.99996E-10,-0.476194
27:10:49:48:414,-6.99996E-10,-0.474218
27:10:49:48:429,0,-0.472242
27:10:49:48:431,0,-0.470266
27:10:49:48:445,0,-0.468291
27:10:49:48:461,0,-0.466315
27:10:49:48:471,0,-0.464339
27:10:49:48:477,-6.99996E-10,-0.462363
27:10:49:48:479,0,-0.460387
27:10:49:48:492,0,-0.458411
27:10:49:48:513,0,-0.456435
27:10:49:48:528,0,-0.454459
27:10:49:48:536,0,-0.452483
27:10:49:48:541,0,-0.450507
27:10:49:48:543,0,-0.448531
27:10:49:48:559,0,-0.446555
27:10:49:48:573,0,-0.44458
27:10:49:48:574,0,-0.442604
27:10:49:48:589,-6.99996E-10,-0.440628
27:10:49:48:593,0,-0.438652
27:10:49:48:606,-6.99996E-10,-0.436676
27:10:49:48:621,-6.99996E-10,-0.4347
27:10:49:48:628,0,-0.432724
27:10:49:48:638,-6.99996E-10,-0.430748
27:10:49:48:640,0,-0.428772
27:10:49:48:654,0,-0.426796
27:10:49:48:670,0,-0.42482
27:10:49:48:681,0,-0.422845
27:10:49:48:688,0,-0.420869
27:10:49:48:693,0,-0.418893
27:10:49:48:705,0,-0.416917
27:10:49:48:725,0,-0.414941
27:10:49:48:727,0,-0.412965
27:10:49:48:735,0,-0.410989
27:10:49:48:750,0,-0.409013
27:10:49:48:765,0,-0.407037
27:10:49:48:774,0,-0.405061
27:10:49:48:776,0,-0.403085
27:10:49:48:782,0,-0.40111
27:10:49:48:798,0,-0.399134
27:10:49:48:800,0,-0.397158
27:10:49:48:817,0,-0.395182
27:10:49:48:828,0,-0.393206
27:10:49:48:830,0,-0.39123
27:10:49:48:844,0,-0.389254
27:10:49:48:857,0,-0.387278
27:10:49:48:880,0,-0.385302
27:10:49:48:887,0,-0.383326
27:10:49:48:891,0,-0.38135
27:10:49:48:894,0,-0.379374
27:10:49:48:911,0,-0.377399
27:10:49:48:928,0,-0.375423
27:10:49:48:929,0,-0.373447
27:10:49:48:931,0,-0.371471
27:10:49:48:941,0,-0.369495
27:10:49:48:958,0,-0.367519
27:10:49:48:979,6.99996E-10,-0.365543
27:10:49:48:989,6.99996E-10,-0.363567
27:10:49:48:991,0,-0.361591
27:10:49:48:995,6.99996E-10,-0.359615
27:10:49:49:021,0,-0.357639
27:10:49:49:027,0,-0.355664
27:10:49:49:029,0,-0.353688
27:10:49:49:040,0,-0.351712
27:10:49:49:046,0,-0.349736
27:10:49:49:053,0,-0.34776
27:10:49:49:069,0,-0.345784
27:10:49:49:071,6.99996E-10,-0.343808
27:10:49:49:086,-6.99996E-10,-0.341832
27:10:49:49:089,6.99996E-10,-0.339856
27:10:49:49:103,0,-0.33788
27:10:49:49:119,0,-0.335904
27:10:49:49:123,0,-0.333929
27:10:49:49:145,0,-0.331953
27:10:49:49:154,0,-0.329977
27:10:49:49:158,0,-0.328001
27:10:49:49:166,0,-0.326025
27:10:49:49:176,0,-0.324049
27:10:49:49:219,0,-0.322073
27:10:49:49:222,0,-0.320097
27:10:49:49:224,0,-0.318121
27:10:49:49:229,0,-0.316145
27:10:49:49:231,0,-0.314169
27:10:49:49:233,0,-0.312194
27:10:49:49:245,0,-0.310218
27:10:49:49:247,-6.99996E-10,-0.308242
27:10:49:49:263,0,-0.306266
27:10:49:49:300,6.99996E-10,-0.30429
27:10:49:49:304,-6.99996E-10,-0.302314
27:10:49:49:305,0,-0.300338
27:10:49:49:307,0,-0.298362
27:10:49:49:313,0,-0.296386
27:10:49:49:337,0,-0.29441
27:10:49:49:349,0,-0.292434
27:10:49:49:360,-6.99996E-10,-0.290458
27:10:49:49:365,0,-0.288483
27:10:49:49:379,6.99996E-10,-0.286507
27:10:49:49:409,0,-0.284531
27:10:49:49:416,0,-0.282555
27:10:49:49:458,0,-0.280579
27:10:49:49:459,-6.99996E-10,-0.278603
27:10:49:49:461,0,-0.276627
27:10:49:49:465,0,-0.274651
27:10:49:49:498,-6.99996E-10,-0.272675
27:10:49:49:509,0,-0.270699
27:10:49:49:529,0,-0.268723
27:10:49:49:562,0,-0.266748
27:10:49:49:597,0,-0.264772
27:10:49:49:606,6.99996E-10,-0.262796
27:10:49:49:608,0,-0.26082
27:10:49:49:611,0,-0.258844
27:10:49:49:615,0,-0.256868
27:10:49:49:642,0,-0.254892
27:10:49:49:650,0,-0.252916
27:10:49:49:660,0,-0.25094
27:10:49:49:662,0,-0.248964
27:10:49:49:664,0,-0.246988
27:10:49:49:666,0,-0.245013
27:10:49:49:675,0,-0.243037
27:10:49:49:678,0,-0.241061
27:10:49:49:692,0,-0.239085
27:10:49:49:695,0,-0.237109
27:10:49:49:698,0,-0.235133
27:10:49:49:732,0,-0.233157
27:10:49:49:757,0,-0.231181
27:10:49:49:775,0,-0.229205
27:10:49:49:821,-6.99996E-10,-0.227229
27:10:49:49:824,0,-0.225253
27:10:49:49:825,0,-0.223277
27:10:49:49:827,0,-0.221302
27:10:49:49:829,-6.99996E-10,-0.219326
27:10:49:49:838,6.99996E-10,-0.21735
27:10:49:49:841,0,-0.215374
27:10:49:49:864,0,-0.213398
27:10:49:49:876,0,-0.211422
27:10:49:49:879,0,-0.209446
27:10:49:49:881,0,-0.20747
27:10:49:49:893,0,-0.205494
27:10:49:49:908,0,-0.203518
27:10:49:49:926,0,-0.201542
27:10:49:49:942,0,-0.199567
27:10:49:49:944,6.99996E-10,-0.197591
27:10:49:49:946,0,-0.195615
27:10:49:49:958,0,-0.193639
27:10:49:49:980,0,-0.191663
27:10:49:49:990,0,-0.189687
27:10:49:49:992,0,-0.187711
27:10:49:49:994,0,-0.185735
27:10:49:49:995,0,-0.183759
27:10:49:50:010,0,-0.181783
27:10:49:50:016,-6.99996E-10,-0.179807
27:10:49:50:029,0,-0.177832
27:10:49:50:032,0,-0.175856
27:10:49:50:043,0,-0.17388
27:10:49:50:045,0,-0.171904
27:10:49:50:047,0,-0.169928
27:10:49:50:055,0,-0.167952
27:10:49:50:059,0,-0.165976
27:10:49:50:065,0,-0.164
27:10:49:50:067,0,-0.162024
27:10:49:50:077,0,-0.160048
27:10:49:50:104,0,-0.158072
27:10:49:50:107,0,-0.156097
27:10:49:50:113,0,-0.154121
27:10:49:50:115,0,-0.152145
27:10:49:50:117,0,-0.150169
27:10:49:50:127,0,-0.148193
27:10:49:50:128,0,-0.146217
27:10:49:50:130,6.99996E-10,-0.144241
27:10:49:50:131,0,-0.142265
27:10:49:50:133,0,-0.140289
27:10:49:50:141,0,-0.138313
27:10:49:50:143,0,-0.136337
27:10:49:50:160,6.99996E-10,-0.134361
27:10:49:50:175,0,-0.132386
27:10:49:50:179,0,-0.13041
27:10:49:50:181,6.99996E-10,-0.128434
27:10:49:50:190,0,-0.126458
27:10:49:50:193,0,-0.124482
27:10:49:50:197,0,-0.122506
27:10:49:50:209,0,-0.12053
27:10:49:50:216,0,-0.118554
27:10:49:50:227,0,-0.116578
27:10:49:50:228,0,-0.114602
27:10:49:50:238,0,-0.112626
27:10:49:50:254,0,-0.110651
27:10:49:50:256,0,-0.108675
27:10:49:50:270,0,-0.106699
27:10:49:50:285,0,-0.104723
27:10:49:50:289,0,-0.102747
27:10:49:50:303,6.99996E-10,-0.100771
