timestamp,I,V
09:12:49:53:792,-6.99996E-10,-0.499905
09:12:49:53:798,0,-0.497929
09:12:49:53:808,6.99996E-10,-0.495953
09:12:49:53:824,0,-0.493977
09:12:49:53:825,0,-0.492001
09:12:49:53:841,-6.99996E-10,-0.490026
09:12:49:53:842,0,-0.48805
09:12:49:53:857,-6.99996E-10,-0.486074
09:12:49:53:872,0,-0.484098
09:12:49:53:873,-6.99996E-10,-0.482122
09:12:49:53:889,0,-0.480146
09:12:49:53:905,0,-0.47817
09:12:49:53:908,-6.99996E-10,-0.476194
09:12:49:53:921,0,-0.474218
09:12:49:53:923,0,-0.472242
09:12:49:53:937,-1.399993E-09,-0.470266
09:12:49:53:953,0,-0.468291
09:12:49:53:955,0,-0.466315
09:12:49:53:969,6.99996E-10,-0.464339
09:12:49:53:985,6.99996E-10,-0.462363
09:12:49:53:987,-6.99996E-10,-0.460387
09:12:49:54:001,0,-0.458411
09:12:49:54:003,-6.99996E-10,-0.456435
09:12:49:54:018,6.99996E-10,-0.454459
09:12:49:54:034,0,-0.452483
09:12:49:54:035,-6.99996E-10,-0.450507
09:12:49:54:050,0,-0.448531
09:12:49:54:066,0,-0.446555
09:12:49:54:067,0,-0.44458
09:12:49:54:082,1.399993E-09,-0.442604
09:12:49:54:084,0,-0.440628
09:12:49:54:098,-6.99996E-10,-0.438652
09:12:49:54:114,-1.399993E-09,-0.436676
09:12:49:54:116,6.99996E-10,-0.4347
09:12:49:54:130,1.399993E-09,-0.432724
09:12:49:54:146,0,-0.430748
09:12:49:54:147,6.99996E-10,-0.428772
09:12:49:54:162,0,-0.426796
09:12:49:54:167,0,-0.42482
09:12:49:54:178,0,-0.422845
09:12:49:54:194,-1.399993E-09,-0.420869
09:12:49:54:197,6.99996E-10,-0.418893
09:12:49:54:210,0,-0.416917
09:12:49:54:224,6.99996E-10,-0.414941
09:12:49:54:229,0,-0.412965
09:12:49:54:242,0,-0.410989
09:12:49:54:243,0,-0.409013
09:12:49:54:257,0,-0.407037
09:12:49:54:273,0,-0.405061
09:12:49:54:278,6.99996E-10,-0.403085
09:12:49:54:290,0,-0.40111
09:12:49:54:304,0,-0.399134
09:12:49:54:307,0,-0.397158
