timestamp,I,V
22:10:24:57:327,7.57396E-07,-0.599886
22:10:24:57:330,6.66396E-07,-0.59791
22:10:24:57:343,6.13897E-07,-0.595934
22:10:24:57:359,5.90097E-07,-0.593959
22:10:24:57:368,5.73997E-07,-0.591983
22:10:24:57:375,5.59997E-07,-0.590007
22:10:24:57:378,5.48097E-07,-0.588031
22:10:24:57:391,5.34797E-07,-0.586055
22:10:24:57:409,5.36897E-07,-0.584079
22:10:24:57:411,5.30597E-07,-0.582103
22:10:24:57:424,5.34097E-07,-0.580127
22:10:24:57:439,5.25697E-07,-0.578151
22:10:24:57:443,5.27797E-07,-0.576175
22:10:24:57:455,5.25697E-07,-0.574199
22:10:24:57:457,5.20097E-07,-0.572223
22:10:24:57:471,5.15897E-07,-0.570248
22:10:24:57:488,5.17297E-07,-0.568272
22:10:24:57:491,5.20097E-07,-0.566296
22:10:24:57:504,5.13797E-07,-0.56432
22:10:24:57:519,5.12397E-07,-0.562344
22:10:24:57:521,5.18697E-07,-0.560368
22:10:24:57:537,5.16597E-07,-0.558392
22:10:24:57:538,5.06097E-07,-0.556416
22:10:24:57:553,5.05397E-07,-0.55444
22:10:24:57:568,5.09597E-07,-0.552464
22:10:24:57:576,5.06097E-07,-0.550488
22:10:24:57:586,5.12397E-07,-0.548513
22:10:24:57:599,5.07497E-07,-0.546537
22:10:24:57:602,5.04697E-07,-0.544561
22:10:24:57:616,4.96297E-07,-0.542585
22:10:24:57:619,4.97697E-07,-0.540609
22:10:24:57:632,5.06097E-07,-0.538633
22:10:24:57:649,4.94197E-07,-0.536657
22:10:24:57:650,5.03997E-07,-0.534681
22:10:24:57:664,5.01197E-07,-0.532705
22:10:24:57:665,4.99097E-07,-0.530729
22:10:24:57:679,4.96997E-07,-0.528753
22:10:24:57:696,5.02597E-07,-0.526778
22:10:24:57:698,5.00497E-07,-0.524802
22:10:24:57:711,4.89997E-07,-0.522826
22:10:24:57:728,4.95597E-07,-0.52085
22:10:24:57:732,4.85097E-07,-0.518874
22:10:24:57:743,4.89997E-07,-0.516898
22:10:24:57:753,4.94197E-07,-0.514922
22:10:24:57:759,4.92097E-07,-0.512946
22:10:24:57:775,4.94897E-07,-0.51097
22:10:24:57:779,4.87897E-07,-0.508994
22:10:24:57:791,4.92097E-07,-0.507018
22:10:24:57:807,4.93497E-07,-0.505042
22:10:24:57:819,4.90697E-07,-0.503067
22:10:24:57:823,4.85797E-07,-0.501091
22:10:24:57:824,4.87897E-07,-0.499115
22:10:24:57:840,4.89297E-07,-0.497139
22:10:24:57:856,4.90697E-07,-0.495163
22:10:24:57:857,4.85797E-07,-0.493187
22:10:24:57:872,4.85797E-07,-0.491211
22:10:24:57:888,4.85797E-07,-0.489235
22:10:24:57:889,4.91397E-07,-0.487259
22:10:24:57:904,4.85097E-07,-0.485283
22:10:24:57:906,4.85797E-07,-0.483307
22:10:24:57:920,4.86497E-07,-0.481332
22:10:24:57:936,4.87197E-07,-0.479356
22:10:24:57:938,4.84397E-07,-0.47738
22:10:24:57:952,4.96297E-07,-0.475404
22:10:24:57:968,4.85797E-07,-0.473428
22:10:24:57:971,4.81597E-07,-0.471452
22:10:24:57:984,4.85797E-07,-0.469476
22:10:24:57:986,4.89997E-07,-0.4675
22:10:24:58:000,4.89997E-07,-0.465524
22:10:24:58:016,4.90697E-07,-0.463548
22:10:24:58:018,4.94897E-07,-0.461572
22:10:24:58:032,4.87197E-07,-0.459597
22:10:24:58:048,4.90697E-07,-0.457621
22:10:24:58:050,4.99097E-07,-0.455645
22:10:24:58:064,5.06797E-07,-0.453669
22:10:24:58:066,5.03997E-07,-0.451693
22:10:24:58:080,5.02597E-07,-0.449717
22:10:24:58:097,5.11697E-07,-0.447741
22:10:24:58:098,5.11697E-07,-0.445765
22:10:24:58:111,5.17997E-07,-0.443789
22:10:24:58:127,5.23597E-07,-0.441813
22:10:24:58:131,5.23597E-07,-0.439837
22:10:24:58:143,5.39697E-07,-0.437861
22:10:24:58:153,5.35497E-07,-0.435886
22:10:24:58:159,5.43197E-07,-0.43391
22:10:24:58:175,5.59997E-07,-0.431934
22:10:24:58:179,5.59997E-07,-0.429958
22:10:24:58:191,5.73297E-07,-0.427982
22:10:24:58:207,5.77497E-07,-0.426006
22:10:24:58:209,5.89397E-07,-0.42403
22:10:24:58:224,6.01997E-07,-0.422054
22:10:24:58:225,6.07597E-07,-0.420078
22:10:24:58:240,6.29297E-07,-0.418102
22:10:24:58:256,6.39797E-07,-0.416126
22:10:24:58:257,6.52397E-07,-0.414151
22:10:24:58:271,6.57997E-07,-0.412175
22:10:24:58:287,6.76896E-07,-0.410199
22:10:24:58:288,6.91596E-07,-0.408223
22:10:24:58:303,7.16096E-07,-0.406247
22:10:24:58:306,7.25196E-07,-0.404271
22:10:24:58:319,7.44096E-07,-0.402295
22:10:24:58:336,7.66496E-07,-0.400319
22:10:24:58:338,7.84696E-07,-0.398343
22:10:24:58:352,8.06396E-07,-0.396367
22:10:24:58:368,8.27396E-07,-0.394391
22:10:24:58:370,8.64496E-07,-0.392416
22:10:24:58:384,8.77096E-07,-0.39044
22:10:24:58:386,9.00195E-07,-0.388464
22:10:24:58:400,9.27495E-07,-0.386488
22:10:24:58:416,9.48495E-07,-0.384512
22:10:24:58:418,9.70195E-07,-0.382536
22:10:24:58:432,1.000295E-06,-0.38056
22:10:24:58:447,1.019195E-06,-0.378584
22:10:24:58:455,1.035295E-06,-0.376608
22:10:24:58:464,1.061895E-06,-0.374632
22:10:24:58:467,1.075195E-06,-0.372656
22:10:24:58:480,1.096195E-06,-0.370681
22:10:24:58:496,1.115095E-06,-0.368705
22:10:24:58:500,1.120695E-06,-0.366729
22:10:24:58:512,1.129794E-06,-0.364753
22:10:24:58:527,1.140295E-06,-0.362777
22:10:24:58:532,1.137494E-06,-0.360801
22:10:24:58:544,1.137494E-06,-0.358825
22:10:24:58:545,1.136794E-06,-0.356849
22:10:24:58:559,1.124895E-06,-0.354873
22:10:24:58:575,1.126294E-06,-0.352897
22:10:24:58:577,1.116495E-06,-0.350921
22:10:24:58:591,1.101095E-06,-0.348945
22:10:24:58:606,1.087795E-06,-0.34697
22:10:24:58:608,1.078695E-06,-0.344994
22:10:24:58:623,1.058395E-06,-0.343018
22:10:24:58:626,1.040895E-06,-0.341042
22:10:24:58:639,1.011495E-06,-0.339066
22:10:24:58:656,1.000295E-06,-0.33709
22:10:24:58:658,9.68795E-07,-0.335114
22:10:24:58:672,9.48495E-07,-0.333138
22:10:24:58:673,9.27495E-07,-0.331162
22:10:24:58:687,9.05796E-07,-0.329186
22:10:24:58:703,8.83396E-07,-0.32721
22:10:24:58:705,8.46296E-07,-0.325235
22:10:24:58:719,8.36496E-07,-0.323259
22:10:24:58:736,8.21096E-07,-0.321283
22:10:24:58:738,7.92396E-07,-0.319307
22:10:24:58:752,7.69296E-07,-0.317331
22:10:24:58:754,7.46196E-07,-0.315355
22:10:24:58:768,7.26596E-07,-0.313379
22:10:24:58:783,7.12596E-07,-0.311403
22:10:24:58:785,6.87396E-07,-0.309427
22:10:24:58:799,6.76196E-07,-0.307451
22:10:24:58:816,6.51697E-07,-0.305475
22:10:24:58:821,6.42597E-07,-0.3035
22:10:24:58:832,6.23697E-07,-0.301524
22:10:24:58:834,6.06897E-07,-0.299548
22:10:24:58:848,5.92897E-07,-0.297572
22:10:24:58:864,5.85897E-07,-0.295596
22:10:24:58:867,5.71897E-07,-0.29362
22:10:24:58:880,5.61397E-07,-0.291644
22:10:24:58:896,5.50897E-07,-0.289668
22:10:24:58:898,5.42497E-07,-0.287692
22:10:24:58:911,5.28497E-07,-0.285716
22:10:24:58:915,5.22197E-07,-0.28374
22:10:24:58:928,5.15197E-07,-0.281765
22:10:24:58:944,5.03297E-07,-0.279789
22:10:24:58:948,4.99097E-07,-0.277813
22:10:24:58:959,5.01197E-07,-0.275837
22:10:24:58:978,4.89297E-07,-0.273861
22:10:24:58:989,4.86497E-07,-0.271885
22:10:24:58:991,4.82297E-07,-0.269909
22:10:24:58:993,4.78797E-07,-0.267933
22:10:24:59:008,4.73197E-07,-0.265957
22:10:24:59:024,4.69697E-07,-0.263981
22:10:24:59:026,4.68997E-07,-0.262005
22:10:24:59:040,4.65497E-07,-0.260029
22:10:24:59:056,4.62697E-07,-0.258054
22:10:24:59:058,4.60597E-07,-0.256078
22:10:24:59:072,4.52897E-07,-0.254102
22:10:24:59:073,4.54997E-07,-0.252126
22:10:24:59:088,4.51497E-07,-0.25015
22:10:24:59:104,4.51498E-07,-0.248174
22:10:24:59:105,4.45898E-07,-0.246198
22:10:24:59:120,4.52898E-07,-0.244222
22:10:24:59:135,4.48698E-07,-0.242246
22:10:24:59:137,4.46598E-07,-0.24027
22:10:24:59:152,4.44498E-07,-0.238294
22:10:24:59:155,4.46598E-07,-0.236319
22:10:24:59:168,4.41698E-07,-0.234343
22:10:24:59:184,4.40998E-07,-0.232367
22:10:24:59:188,4.46598E-07,-0.230391
22:10:24:59:199,4.38898E-07,-0.228415
22:10:24:59:216,4.38198E-07,-0.226439
22:10:24:59:220,4.43798E-07,-0.224463
22:10:24:59:232,4.40298E-07,-0.222487
22:10:24:59:234,4.42398E-07,-0.220511
22:10:24:59:248,4.36098E-07,-0.218535
22:10:24:59:264,4.36798E-07,-0.216559
22:10:24:59:267,4.29098E-07,-0.214583
22:10:24:59:279,4.32598E-07,-0.212608
22:10:24:59:295,4.35398E-07,-0.210632
22:10:24:59:298,4.36798E-07,-0.208656
