3.165386E-06,2.515088E-06,2.455589E-06,2.417789E-06,2.402389E-06,
2.733487E-06,2.312789E-06,2.260289E-06,2.23719E-06,2.21619E-06,
2.392589E-06,2.08529E-06,2.019491E-06,2.006191E-06,1.991491E-06,
2.16929E-06,1.928491E-06,1.884391E-06,1.854291E-06,1.862691E-06,
2.04119E-06,1.815791E-06,1.774492E-06,1.759792E-06,1.750692E-06,
1.920091E-06,1.731092E-06,1.687692E-06,1.675092E-06,1.661092E-06,
1.820691E-06,1.675092E-06,1.630992E-06,1.607192E-06,1.600192E-06,
1.754192E-06,1.612092E-06,1.570093E-06,1.570793E-06,1.558893E-06,
1.689092E-06,1.563093E-06,1.537193E-06,1.514793E-06,1.506393E-06,
1.645692E-06,1.531593E-06,1.494493E-06,1.474893E-06,1.460893E-06,
1.587593E-06,1.473493E-06,1.456693E-06,1.442693E-06,1.441993E-06,
1.553293E-06,1.435693E-06,1.421693E-06,1.409093E-06,1.396493E-06,
1.509193E-06,1.412593E-06,1.392993E-06,1.369893E-06,1.375493E-06,
1.472093E-06,1.380393E-06,1.358694E-06,1.362194E-06,1.348194E-06,
1.439193E-06,1.361493E-06,1.329994E-06,1.319494E-06,1.313894E-06,
1.409093E-06,1.334894E-06,1.315994E-06,1.305494E-06,1.287294E-06,
1.381793E-06,1.311794E-06,1.301294E-06,1.271894E-06,1.276094E-06,
1.369893E-06,1.298494E-06,1.265594E-06,1.250894E-06,1.255094E-06,
1.320194E-06,1.264194E-06,1.252994E-06,1.224994E-06,1.232694E-06,
1.308994E-06,1.240394E-06,1.227094E-06,1.218694E-06,1.199794E-06,
1.280994E-06,1.228494E-06,1.203994E-06,1.180194E-06,1.189994E-06,
1.262094E-06,1.208894E-06,1.187194E-06,1.172494E-06,1.171794E-06,
1.246694E-06,1.182294E-06,1.180894E-06,1.164094E-06,1.162694E-06,
1.229194E-06,1.168994E-06,1.161994E-06,1.147294E-06,1.140294E-06,
1.217294E-06,1.159894E-06,1.159194E-06,1.133995E-06,1.129794E-06,
1.180894E-06,1.135394E-06,1.134694E-06,1.119995E-06,1.111595E-06,
1.164094E-06,1.127695E-06,1.120695E-06,1.101095E-06,1.096895E-06,
1.159194E-06,1.109495E-06,1.091995E-06,1.089195E-06,1.089195E-06,
1.153594E-06,1.105295E-06,1.085695E-06,1.077295E-06,1.071695E-06,
1.126995E-06,1.087095E-06,1.070995E-06,1.065395E-06,1.059795E-06,
1.108095E-06,1.068895E-06,1.068195E-06,1.054895E-06,1.047895E-06,
1.100395E-06,1.045095E-06,1.042995E-06,1.037395E-06,1.035995E-06,
1.086395E-06,1.045795E-06,1.032495E-06,1.026895E-06,1.026895E-06,
1.075195E-06,1.036695E-06,1.013595E-06,1.014995E-06,1.025495E-06,
1.060495E-06,1.014295E-06,1.003095E-06,1.013595E-06,9.98195E-07,
1.045095E-06,1.018495E-06,1.014995E-06,9.93295E-07,9.86295E-07,
1.024795E-06,1.005195E-06,9.86295E-07,9.95395E-07,9.74395E-07,
1.024795E-06,9.87695E-07,9.75795E-07,9.79295E-07,9.70895E-07,
1.013595E-06,9.82795E-07,9.64595E-07,9.59695E-07,9.61095E-07,
9.93995E-07,9.76495E-07,9.58295E-07,9.45695E-07,9.61095E-07,
1.001695E-06,9.57595E-07,9.55495E-07,9.35895E-07,9.41495E-07,
9.90495E-07,9.52695E-07,9.33795E-07,9.42895E-07,9.38695E-07,
9.79295E-07,9.47095E-07,9.35895E-07,9.23295E-07,9.16295E-07,
9.58995E-07,9.28195E-07,9.19095E-07,9.19095E-07,9.14895E-07,
9.48495E-07,9.21195E-07,9.01596E-07,9.14195E-07,9.14895E-07,
9.42895E-07,9.12795E-07,8.91796E-07,9.07196E-07,8.97395E-07,
9.33095E-07,9.02295E-07,8.91796E-07,8.85496E-07,8.94596E-07,
9.26795E-07,8.89696E-07,8.86196E-07,8.81996E-07,8.88296E-07,
9.00895E-07,8.88996E-07,8.79896E-07,8.77796E-07,8.75696E-07,
8.99495E-07,8.68696E-07,8.79896E-07,8.78496E-07,8.60996E-07,
8.94596E-07,8.74296E-07,8.67296E-07,8.56096E-07,8.53296E-07,
8.86896E-07,8.80596E-07,8.55396E-07,8.62396E-07,8.48396E-07,
8.86896E-07,8.68696E-07,8.54696E-07,8.49096E-07,8.51896E-07,
8.53996E-07,8.58196E-07,8.44196E-07,8.36496E-07,8.50496E-07,
8.66596E-07,8.48396E-07,8.43496E-07,8.32296E-07,8.25296E-07,
8.59596E-07,8.38596E-07,8.35796E-07,8.38596E-07,8.30896E-07,
8.44196E-07,8.35796E-07,8.25296E-07,8.15496E-07,8.22496E-07,
8.42096E-07,8.13396E-07,8.23196E-07,8.23896E-07,8.15496E-07,
8.42096E-07,8.26696E-07,8.08496E-07,8.15496E-07,8.13396E-07,
