timestamp,I,V
27:10:49:44:670,0,-0.499905
27:10:49:44:716,0,-0.497929
27:10:49:44:717,0,-0.495953
27:10:49:44:720,0,-0.493977
27:10:49:44:721,0,-0.492001
27:10:49:44:722,0,-0.490026
27:10:49:44:724,6.99996E-10,-0.48805
27:10:49:44:738,0,-0.486074
27:10:49:44:739,0,-0.484098
27:10:49:44:742,0,-0.482122
27:10:49:44:744,0,-0.480146
27:10:49:44:832,6.99996E-10,-0.47817
27:10:49:44:940,6.99996E-10,-0.476194
27:10:49:45:024,0,-0.474218
27:10:49:45:091,0,-0.472242
27:10:49:45:094,0,-0.470266
27:10:49:45:217,-6.99996E-10,-0.468291
27:10:49:45:294,0,-0.466315
27:10:49:45:401,0,-0.464339
27:10:49:45:432,-6.99996E-10,-0.462363
27:10:49:45:568,0,-0.460387
27:10:49:45:575,0,-0.458411
27:10:49:45:583,0,-0.456435
27:10:49:45:650,0,-0.454459
27:10:49:45:707,0,-0.452483
27:10:49:45:825,0,-0.450507
27:10:49:45:839,0,-0.448531
27:10:49:45:939,0,-0.446555
27:10:49:46:065,0,-0.44458
27:10:49:46:071,0,-0.442604
27:10:49:46:074,0,-0.440628
27:10:49:46:077,0,-0.438652
27:10:49:46:093,0,-0.436676
27:10:49:46:121,0,-0.4347
27:10:49:46:160,0,-0.432724
27:10:49:46:174,0,-0.430748
27:10:49:46:179,0,-0.428772
27:10:49:46:194,0,-0.426796
27:10:49:46:204,-6.99996E-10,-0.42482
27:10:49:46:208,6.99996E-10,-0.422845
27:10:49:46:212,0,-0.420869
27:10:49:46:268,-6.99996E-10,-0.418893
27:10:49:46:272,-6.99996E-10,-0.416917
27:10:49:46:319,6.99996E-10,-0.414941
27:10:49:46:337,0,-0.412965
27:10:49:46:357,0,-0.410989
27:10:49:46:359,0,-0.409013
27:10:49:46:361,0,-0.407037
27:10:49:46:371,-6.99996E-10,-0.405061
27:10:49:46:393,0,-0.403085
27:10:49:46:402,-6.99996E-10,-0.40111
27:10:49:46:407,0,-0.399134
27:10:49:46:420,0,-0.397158
27:10:49:46:422,6.99996E-10,-0.395182
27:10:49:46:424,0,-0.393206
27:10:49:46:427,0,-0.39123
27:10:49:46:462,0,-0.389254
27:10:49:46:470,-6.99996E-10,-0.387278
27:10:49:46:472,0,-0.385302
27:10:49:46:503,0,-0.383326
27:10:49:46:508,0,-0.38135
27:10:49:46:511,0,-0.379374
27:10:49:46:528,0,-0.377399
27:10:49:46:557,6.99996E-10,-0.375423
27:10:49:46:559,0,-0.373447
27:10:49:46:574,0,-0.371471
27:10:49:46:579,0,-0.369495
27:10:49:46:596,0,-0.367519
27:10:49:46:603,6.99996E-10,-0.365543
27:10:49:46:608,1.399993E-09,-0.363567
27:10:49:46:611,0,-0.361591
27:10:49:46:622,0,-0.359615
27:10:49:46:641,0,-0.357639
27:10:49:46:657,6.99996E-10,-0.355664
27:10:49:46:661,0,-0.353688
27:10:49:46:671,0,-0.351712
27:10:49:46:684,0,-0.349736
27:10:49:46:741,-6.99996E-10,-0.34776
27:10:49:46:745,6.99996E-10,-0.345784
27:10:49:46:768,-6.99996E-10,-0.343808
27:10:49:46:778,0,-0.341832
27:10:49:46:838,0,-0.339856
27:10:49:46:844,6.99996E-10,-0.33788
27:10:49:46:846,6.99996E-10,-0.335904
27:10:49:46:854,0,-0.333929
27:10:49:46:874,0,-0.331953
27:10:49:46:876,0,-0.329977
27:10:49:46:878,0,-0.328001
27:10:49:46:882,0,-0.326025
27:10:49:46:889,0,-0.324049
27:10:49:46:892,0,-0.322073
27:10:49:46:894,0,-0.320097
27:10:49:46:896,0,-0.318121
27:10:49:46:904,-6.99996E-10,-0.316145
27:10:49:46:913,0,-0.314169
27:10:49:46:923,0,-0.312194
27:10:49:46:937,0,-0.310218
27:10:49:46:938,-6.99996E-10,-0.308242
27:10:49:46:942,0,-0.306266
27:10:49:46:953,-6.99996E-10,-0.30429
27:10:49:46:986,0,-0.302314
27:10:49:46:991,0,-0.300338
27:10:49:46:993,0,-0.298362
27:10:49:46:996,0,-0.296386
27:10:49:47:005,0,-0.29441
27:10:49:47:007,6.99996E-10,-0.292434
27:10:49:47:019,0,-0.290458
27:10:49:47:023,-6.99996E-10,-0.288483
27:10:49:47:037,6.99996E-10,-0.286507
27:10:49:47:039,6.99996E-10,-0.284531
27:10:49:47:044,-6.99996E-10,-0.282555
27:10:49:47:046,0,-0.280579
27:10:49:47:058,0,-0.278603
27:10:49:47:062,0,-0.276627
27:10:49:47:091,0,-0.274651
27:10:49:47:096,0,-0.272675
27:10:49:47:103,0,-0.270699
27:10:49:47:109,6.99996E-10,-0.268723
27:10:49:47:113,0,-0.266748
27:10:49:47:120,6.99996E-10,-0.264772
27:10:49:47:148,0,-0.262796
27:10:49:47:152,0,-0.26082
27:10:49:47:153,0,-0.258844
27:10:49:47:155,0,-0.256868
27:10:49:47:162,0,-0.254892
27:10:49:47:170,-6.99996E-10,-0.252916
27:10:49:47:183,0,-0.25094
27:10:49:47:193,0,-0.248964
27:10:49:47:195,6.99996E-10,-0.246988
27:10:49:47:197,-6.99996E-10,-0.245013
27:10:49:47:203,6.99996E-10,-0.243037
27:10:49:47:208,0,-0.241061
27:10:49:47:247,0,-0.239085
27:10:49:47:254,0,-0.237109
27:10:49:47:262,6.99996E-10,-0.235133
27:10:49:47:307,6.99996E-10,-0.233157
27:10:49:47:337,-6.99996E-10,-0.231181
27:10:49:47:342,-6.99996E-10,-0.229205
27:10:49:47:345,0,-0.227229
27:10:49:47:355,6.99996E-10,-0.225253
27:10:49:47:361,0,-0.223277
27:10:49:47:387,0,-0.221302
27:10:49:47:391,0,-0.219326
27:10:49:47:393,0,-0.21735
27:10:49:47:395,0,-0.215374
27:10:49:47:438,-6.99996E-10,-0.213398
27:10:49:47:526,0,-0.211422
27:10:49:47:613,6.99996E-10,-0.209446
27:10:49:47:639,0,-0.20747
27:10:49:47:646,-6.99996E-10,-0.205494
27:10:49:47:647,6.99996E-10,-0.203518
27:10:49:47:652,0,-0.201542
27:10:49:47:663,0,-0.199567
